car_type,car_model,engine_class,chassis_weight_kg,moment_of_inertia,engine_weight_kg,thruster_weight_kg,fuel_weight_kg,starting_fuel_kWh,fuel_type,energy_density_MJ_per_kg,mass_density_kg_per_L,total_thrust_kN,thrust_rear_kN,thrust_front_kN,thrust_side_kN,FOV_Threat_Count,Min_Distance_In_FOV,FOV_Density,FOV_Front_Cone_Threat_Count,Angle_Weighted_Density,Threats_Left_Sector,Threats_Right_Sector,Average_Threat_Angle_Offset,heading_deg,previous_heading_deg,test_id,test_date,assigned_by,mission_type,crew_status,navigation_mode,origin_station,destination_station,car_color,last_telemetry_message,ship_serial_number
Micro,Nimbus X1,Ion-A,700,0.8,163,93,137,133.8,IonGel,5.2,1.1,65.6,39.4,19.7,6.6,1,4.263,0.737,1,0.226,3,0,45.7,17,240,CASE-1425-M,4025-10-20,Tamsin Ryx,commute,automated,auto,Thalos Crossing,Vega Spire,Orchid,Minor vibration detected. Monitoring systems.,CXS-7506-RK
Sedan,Stratos M2,Fusion-B,950,1.2,186,135,111,202.3,FusionCore,8.4,1.6,55.6,33.4,16.7,5.6,2,1.889,0.234,5,0.823,4,5,50.4,93,45,CASE-8514-O,4025-03-27,Elia Vorn,commute,automated,auto,Thalos Crossing,Cerebra Ring,Aquamarine,Minor vibration detected. Monitoring systems.,CXS-9077-ZW
Micro,Nimbus X1,Plasma-A,700,0.8,170,120,281,252.4,FusionCore,8.4,1.6,61.4,36.8,18.4,6.1,7,2.142,0.954,5,0.137,5,4,1.5,54,311,CASE-9626-Q,4025-04-11,Zara Strix,commute,automated,auto,Zenthar Relay,Thalos Crossing,PeachPuff,Clear path confirmed. Continuing cruise.,CXS-5784-DN
SUV,Vortex R7,Ion-A,1250,1.5,269,162,271,271.6,PlasmaCell,6.7,1.3,62.6,37.6,18.8,6.3,2,6.754,0.293,2,0.916,3,1,6.0,331,58,CASE-2428-S,4025-01-13,Captain Kael,commute,automated,auto,Orryx Haven,Vega Spire,DarkGreen,Clear path confirmed. Continuing cruise.,CXS-9709-DS
Sedan,Stratos M2,Ion-A,950,1.2,214,125,225,155.2,PlasmaCell,6.7,1.3,73.1,43.9,21.9,7.3,1,3.806,0.678,2,0.66,2,5,35.9,292,242,CASE-4687-R,4025-09-10,Captain Kael,commute,automated,auto,Lunaris Port,Zenthar Relay,MediumTurquoise,Fuel low. Navigating around debris.,CXS-6986-NI
SUV,Vortex R7,Fusion-B,1250,1.5,258,160,170,258.2,PlasmaCell,6.7,1.3,41.8,25.1,12.5,4.2,0,4.914,0.161,4,0.418,5,0,51.9,192,303,CASE-7955-S,4025-11-22,Elia Vorn,commute,automated,auto,Helion Hub,Orryx Haven,Sienna,Fuel low. Navigating around debris.,CXS-4465-BF
Micro,Nimbus X1,Fusion-B,700,0.8,140,108,227,171.6,PlasmaCell,6.7,1.3,47.4,28.4,14.2,4.7,1,2.35,0.666,0,0.646,0,1,51.4,220,317,CASE-6602-E,4025-01-09,Dr. Calix Renner,commute,automated,auto,Thalos Crossing,Cerebra Ring,PaleGoldenRod,Fuel low. Navigating around debris.,CXS-7611-BM
SUV,Vortex R7,Fusion-B,1250,1.5,318,176,216,181.2,PlasmaCell,6.7,1.3,62.7,37.6,18.8,6.3,6,8.418,0.269,3,0.031,5,4,86.7,273,318,CASE-3892-B,4025-07-16,Elia Vorn,commute,automated,auto,Thalos Crossing,Vega Spire,Sienna,Fuel low. Navigating around debris.,CXS-8784-IL
Micro,Nimbus X1,Ion-A,700,0.8,154,106,160,268.1,FusionCore,8.4,1.6,77.4,46.4,23.2,7.7,5,2.774,0.712,4,0.225,1,0,52.7,180,12,CASE-5535-Z,4025-02-21,Elia Vorn,commute,automated,auto,Zenthar Relay,Vega Spire,LimeGreen,Minor vibration detected. Monitoring systems.,CXS-6719-JI
SUV,Vortex R7,Fusion-B,1250,1.5,298,157,244,228.0,FusionCore,8.4,1.6,72.0,43.2,21.6,7.2,6,5.12,0.599,2,0.573,2,0,37.8,103,197,CASE-1609-H,4025-01-05,Dr. Calix Renner,commute,automated,auto,Zenthar Relay,Cryon Reach,DarkSlateBlue,Power levels nominal. Adjusting trajectory.,CXS-6694-JX
SUV,Vortex R7,Fusion-B,1250,1.5,338,142,184,106.6,FusionCore,8.4,1.6,56.3,33.8,16.9,5.6,6,6.133,0.967,0,0.565,4,5,34.2,164,105,CASE-5257-I,4025-04-02,Tamsin Ryx,commute,automated,auto,Helion Hub,Orryx Haven,PapayaWhip,Clear path confirmed. Continuing cruise.,CXS-1811-TU
Micro,Nimbus X1,Ion-A,700,0.8,143,117,284,101.6,FusionCore,8.4,1.6,54.7,32.8,16.4,5.5,2,3.031,0.375,4,0.562,2,4,35.4,144,211,CASE-3079-O,4025-07-22,Marshal Keir,commute,automated,auto,Vega Spire,Orryx Haven,HotPink,Clear path confirmed. Continuing cruise.,CXS-8120-NX
Sedan,Stratos M2,Fusion-B,950,1.2,218,121,174,249.1,FusionCore,8.4,1.6,52.3,31.4,15.7,5.2,6,6.331,0.663,1,0.443,2,3,23.7,269,346,CASE-8462-L,4025-10-04,Elia Vorn,commute,automated,auto,Zenthar Relay,Thalos Crossing,Chartreuse,Re-routing due to unstable path.,CXS-3807-QZ
Sedan,Stratos M2,Ion-A,950,1.2,208,103,184,200.1,PlasmaCell,6.7,1.3,45.1,27.1,13.5,4.5,8,8.984,0.917,0,0.01,4,3,11.6,353,88,CASE-1075-J,4025-11-27,Tamsin Ryx,commute,automated,auto,Thalos Crossing,Helion Hub,Tan,Minor vibration detected. Monitoring systems.,CXS-2886-ME
SUV,Vortex R7,Plasma-A,1250,1.5,255,170,177,279.8,FusionCore,8.4,1.6,60.7,36.4,18.2,6.1,2,2.097,0.138,3,0.37,5,4,20.1,27,14,CASE-9317-A,4025-06-16,Zara Strix,commute,automated,auto,Cryon Reach,Orryx Haven,ForestGreen,Re-routing due to unstable path.,CXS-3317-GG
Micro,Nimbus X1,Ion-A,700,0.8,175,102,134,255.8,IonGel,5.2,1.1,48.2,28.9,14.5,4.8,5,6.288,0.884,4,0.945,4,4,19.7,35,133,CASE-4087-B,4025-09-23,Zara Strix,commute,automated,auto,Thalos Crossing,Orryx Haven,SaddleBrown,Re-routing due to unstable path.,CXS-6906-BL
Micro,Nimbus X1,Plasma-A,700,0.8,139,92,278,165.5,FusionCore,8.4,1.6,55.5,33.3,16.6,5.6,0,3.6,0.833,5,0.03,2,3,26.3,135,208,CASE-3262-I,4025-09-12,Tamsin Ryx,commute,automated,auto,Vega Spire,Lunaris Port,NavajoWhite,Minor vibration detected. Monitoring systems.,CXS-4406-OQ
Micro,Nimbus X1,Fusion-B,700,0.8,126,81,159,232.7,FusionCore,8.4,1.6,68.6,41.2,20.6,6.9,8,9.99,0.758,4,0.382,0,1,79.8,334,45,CASE-2029-V,4025-01-02,Zara Strix,commute,automated,auto,Cerebra Ring,Zenthar Relay,Black,Minor vibration detected. Monitoring systems.,CXS-8983-HL
SUV,Vortex R7,Fusion-B,1250,1.5,286,144,167,137.7,FusionCore,8.4,1.6,41.5,24.9,12.4,4.2,8,8.738,0.255,4,0.416,3,2,65.7,81,101,CASE-9732-O,4025-03-08,Captain Kael,commute,automated,auto,Cryon Reach,Thalos Crossing,Fuchsia,Power levels nominal. Adjusting trajectory.,CXS-4293-PS
Sedan,Stratos M2,Plasma-A,950,1.2,246,109,159,101.9,PlasmaCell,6.7,1.3,40.6,24.4,12.2,4.1,2,2.765,0.507,0,0.429,0,3,77.0,72,244,CASE-5730-L,4025-04-01,Elia Vorn,commute,automated,auto,Helion Hub,Cryon Reach,DodgerBlue,Fuel low. Navigating around debris.,CXS-6691-IX
SUV,Vortex R7,Plasma-A,1250,1.5,281,197,114,134.7,PlasmaCell,6.7,1.3,65.7,39.4,19.7,6.6,8,8.175,0.128,0,0.539,4,5,71.7,8,46,CASE-1480-J,4025-04-24,Elia Vorn,commute,automated,auto,Cryon Reach,Lunaris Port,Black,Fuel low. Navigating around debris.,CXS-8441-MB
Micro,Nimbus X1,Ion-A,700,0.8,130,90,133,158.5,PlasmaCell,6.7,1.3,75.2,45.1,22.6,7.5,7,9.822,0.534,2,0.254,4,1,83.3,25,197,CASE-9375-Y,4025-11-18,Zara Strix,commute,automated,auto,Lunaris Port,Zenthar Relay,HotPink,Re-routing due to unstable path.,CXS-6894-HU
Micro,Nimbus X1,Ion-A,700,0.8,154,94,212,130.8,PlasmaCell,6.7,1.3,67.1,40.3,20.1,6.7,0,6.331,0.457,2,0.922,1,1,43.7,321,96,CASE-3387-I,4025-03-11,Elia Vorn,commute,automated,auto,Orryx Haven,Cryon Reach,PaleTurquoise,Fuel low. Navigating around debris.,CXS-8395-QA
Micro,Nimbus X1,Plasma-A,700,0.8,169,84,125,126.0,IonGel,5.2,1.1,43.4,26.0,13.0,4.3,5,6.09,0.749,0,0.051,2,5,3.2,322,115,CASE-145-P,4025-01-08,Commander Yulo,commute,automated,auto,Lunaris Port,Vega Spire,DarkSeaGreen,Minor vibration detected. Monitoring systems.,CXS-3474-UF
SUV,Vortex R7,Plasma-A,1250,1.5,263,177,258,150.4,PlasmaCell,6.7,1.3,54.2,32.5,16.3,5.4,1,5.393,0.324,2,0.02,1,1,10.2,90,192,CASE-138-H,4025-02-06,Elia Vorn,commute,automated,auto,Helion Hub,Cerebra Ring,LightCoral,Clear path confirmed. Continuing cruise.,CXS-6251-TZ
Micro,Nimbus X1,Fusion-B,700,0.8,171,96,265,176.5,PlasmaCell,6.7,1.3,78.3,47.0,23.5,7.8,3,5.111,0.12,4,0.615,0,2,41.8,85,5,CASE-4511-N,4025-04-07,Dr. Calix Renner,commute,automated,auto,Cryon Reach,Cerebra Ring,OldLace,Minor vibration detected. Monitoring systems.,CXS-7130-LO
Micro,Nimbus X1,Fusion-B,700,0.8,163,104,275,169.9,PlasmaCell,6.7,1.3,64.5,38.7,19.3,6.5,1,6.593,0.956,1,0.269,3,3,28.7,87,81,CASE-3575-O,4025-05-20,Commander Yulo,commute,automated,auto,Helion Hub,Vega Spire,LimeGreen,Clear path confirmed. Continuing cruise.,CXS-6876-VQ
Micro,Nimbus X1,Plasma-A,700,0.8,129,81,120,277.2,FusionCore,8.4,1.6,54.0,32.4,16.2,5.4,1,3.478,0.955,2,0.148,5,5,52.3,119,223,CASE-6506-S,4025-11-12,Marshal Keir,commute,automated,auto,Vega Spire,Orryx Haven,DarkKhaki,Power levels nominal. Adjusting trajectory.,CXS-5003-AQ
SUV,Vortex R7,Plasma-A,1250,1.5,335,186,265,181.7,IonGel,5.2,1.1,73.1,43.9,21.9,7.3,0,3.333,0.682,0,0.708,4,0,3.9,293,273,CASE-6131-R,4025-07-13,Marshal Keir,commute,automated,auto,Zenthar Relay,Cerebra Ring,LightSkyBlue,Power levels nominal. Adjusting trajectory.,CXS-4677-JV
Micro,Nimbus X1,Ion-A,700,0.8,174,90,264,116.7,IonGel,5.2,1.1,74.0,44.4,22.2,7.4,4,8.996,0.431,3,0.556,2,0,9.4,298,56,CASE-7892-C,4025-06-24,Marshal Keir,commute,automated,auto,Vega Spire,Thalos Crossing,MediumSlateBlue,Power levels nominal. Adjusting trajectory.,CXS-9697-IU
SUV,Vortex R7,Fusion-B,1250,1.5,283,175,114,177.9,PlasmaCell,6.7,1.3,79.6,47.8,23.9,8.0,8,5.525,0.541,3,0.735,3,2,85.1,204,159,CASE-4536-I,4025-07-06,Dr. Calix Renner,commute,automated,auto,Orryx Haven,Thalos Crossing,Lime,Power levels nominal. Adjusting trajectory.,CXS-2945-GE
Micro,Nimbus X1,Plasma-A,700,0.8,147,88,175,231.7,IonGel,5.2,1.1,44.5,26.7,13.3,4.5,2,3.652,0.362,3,0.957,3,4,82.5,290,358,CASE-3937-B,4025-03-03,Zara Strix,commute,automated,auto,Orryx Haven,Cerebra Ring,PaleGreen,Fuel low. Navigating around debris.,CXS-2833-VK
Sedan,Stratos M2,Plasma-A,950,1.2,240,139,139,265.1,FusionCore,8.4,1.6,56.3,33.8,16.9,5.6,2,5.792,0.886,0,0.759,0,0,31.3,100,82,CASE-2292-X,4025-09-23,Elia Vorn,commute,automated,auto,Zenthar Relay,Helion Hub,Bisque,Fuel low. Navigating around debris.,CXS-9834-UP
SUV,Vortex R7,Fusion-B,1250,1.5,274,174,148,274.6,FusionCore,8.4,1.6,40.2,24.1,12.1,4.0,3,1.011,0.738,3,0.793,0,0,40.6,273,357,CASE-4250-N,4025-04-17,Marshal Keir,commute,automated,auto,Lunaris Port,Cryon Reach,PaleGreen,Re-routing due to unstable path.,CXS-8081-MX
Sedan,Stratos M2,Ion-A,950,1.2,238,148,162,271.6,FusionCore,8.4,1.6,47.1,28.3,14.1,4.7,6,7.723,0.685,4,0.762,1,3,40.9,126,222,CASE-9552-W,4025-04-27,Zara Strix,commute,automated,auto,Cryon Reach,Thalos Crossing,Gold,Fuel low. Navigating around debris.,CXS-5992-KX
Sedan,Stratos M2,Plasma-A,950,1.2,180,104,139,232.8,IonGel,5.2,1.1,71.6,43.0,21.5,7.2,8,3.082,0.513,0,0.339,5,5,1.8,246,252,CASE-3643-V,4025-11-18,Marshal Keir,commute,automated,auto,Cryon Reach,Vega Spire,White,Power levels nominal. Adjusting trajectory.,CXS-7318-UZ
Sedan,Stratos M2,Fusion-B,950,1.2,185,127,285,174.0,PlasmaCell,6.7,1.3,63.3,38.0,19.0,6.3,1,5.183,0.469,4,0.352,4,4,57.9,277,354,CASE-5873-Q,4025-04-25,Elia Vorn,commute,automated,auto,Lunaris Port,Cerebra Ring,Lime,Re-routing due to unstable path.,CXS-5897-FV
SUV,Vortex R7,Plasma-A,1250,1.5,334,171,288,235.1,IonGel,5.2,1.1,79.6,47.8,23.9,8.0,6,7.923,0.428,0,0.201,4,4,80.2,83,175,CASE-2967-J,4025-06-23,Zara Strix,commute,automated,auto,Orryx Haven,Cerebra Ring,DarkGray,Clear path confirmed. Continuing cruise.,CXS-6343-PE
Sedan,Stratos M2,Plasma-A,950,1.2,257,117,211,225.7,PlasmaCell,6.7,1.3,40.4,24.2,12.1,4.0,0,6.507,0.657,1,0.443,3,0,50.6,283,304,CASE-4237-X,4025-10-28,Axel Orov,commute,automated,auto,Thalos Crossing,Helion Hub,Gainsboro,Fuel low. Navigating around debris.,CXS-8492-VK
SUV,Vortex R7,Plasma-A,1250,1.5,337,183,165,211.8,FusionCore,8.4,1.6,67.4,40.4,20.2,6.7,8,2.005,0.359,4,0.402,4,0,89.8,149,299,CASE-1463-H,4025-09-07,Axel Orov,commute,automated,auto,Zenthar Relay,Cryon Reach,MidnightBlue,Power levels nominal. Adjusting trajectory.,CXS-9744-HX
Sedan,Stratos M2,Fusion-B,950,1.2,213,118,102,258.5,FusionCore,8.4,1.6,46.7,28.0,14.0,4.7,0,2.254,0.454,4,0.02,2,4,75.0,183,266,CASE-6889-Z,4025-02-27,Captain Kael,commute,automated,auto,Cerebra Ring,Lunaris Port,MediumPurple,Fuel low. Navigating around debris.,CXS-2710-LI
Sedan,Stratos M2,Plasma-A,950,1.2,180,135,246,211.1,PlasmaCell,6.7,1.3,75.0,45.0,22.5,7.5,8,6.663,0.347,0,0.429,0,1,83.3,228,189,CASE-4817-O,4025-11-27,Commander Yulo,commute,automated,auto,Lunaris Port,Cryon Reach,DarkOrchid,Re-routing due to unstable path.,CXS-1208-PB
Sedan,Stratos M2,Plasma-A,950,1.2,180,113,273,169.0,IonGel,5.2,1.1,55.6,33.4,16.7,5.6,5,6.117,0.269,4,0.889,3,4,4.7,245,9,CASE-9561-S,4025-01-12,Captain Kael,commute,automated,auto,Cerebra Ring,Lunaris Port,Cornsilk,Fuel low. Navigating around debris.,CXS-2938-PG
Micro,Nimbus X1,Plasma-A,700,0.8,150,90,264,260.7,FusionCore,8.4,1.6,41.2,24.7,12.4,4.1,4,3.835,0.221,0,0.267,3,4,81.2,205,191,CASE-1963-V,4025-01-08,Captain Kael,commute,automated,auto,Cryon Reach,Zenthar Relay,Olive,Power levels nominal. Adjusting trajectory.,CXS-3700-QJ
SUV,Vortex R7,Fusion-B,1250,1.5,254,164,299,125.2,IonGel,5.2,1.1,52.9,31.7,15.9,5.3,6,2.717,0.204,0,0.646,3,0,23.3,157,245,CASE-885-E,4025-03-11,Zara Strix,commute,automated,auto,Helion Hub,Zenthar Relay,DarkSlateGray,Clear path confirmed. Continuing cruise.,CXS-7370-GK
SUV,Vortex R7,Fusion-B,1250,1.5,319,158,183,174.5,PlasmaCell,6.7,1.3,48.9,29.3,14.7,4.9,2,5.265,0.218,1,0.173,4,0,0.3,127,201,CASE-9329-O,4025-04-18,Marshal Keir,commute,automated,auto,Cerebra Ring,Orryx Haven,DarkTurquoise,Power levels nominal. Adjusting trajectory.,CXS-3092-KW
Micro,Nimbus X1,Ion-A,700,0.8,131,85,283,255.8,IonGel,5.2,1.1,49.5,29.7,14.8,5.0,4,5.82,0.406,4,0.314,5,2,15.3,177,71,CASE-1324-P,4025-03-14,Commander Yulo,commute,automated,auto,Orryx Haven,Cerebra Ring,MediumSeaGreen,Clear path confirmed. Continuing cruise.,CXS-6122-UF
Sedan,Stratos M2,Fusion-B,950,1.2,231,107,183,197.9,PlasmaCell,6.7,1.3,64.6,38.8,19.4,6.5,0,6.297,0.503,1,0.634,1,2,39.5,270,151,CASE-950-A,4025-01-17,Dr. Calix Renner,commute,automated,auto,Thalos Crossing,Lunaris Port,RoyalBlue,Re-routing due to unstable path.,CXS-2837-IG
SUV,Vortex R7,Ion-A,1250,1.5,265,162,176,240.5,PlasmaCell,6.7,1.3,79.2,47.5,23.8,7.9,0,5.401,0.293,0,0.847,1,1,74.3,266,307,CASE-9441-Y,4025-10-07,Axel Orov,commute,automated,auto,Thalos Crossing,Vega Spire,DimGray,Re-routing due to unstable path.,CXS-3985-PZ
SUV,Vortex R7,Ion-A,1250,1.5,254,172,229,207.0,FusionCore,8.4,1.6,47.0,28.2,14.1,4.7,2,8.407,0.37,0,0.686,5,1,83.4,115,247,CASE-2120-T,4025-09-16,Marshal Keir,commute,automated,auto,Vega Spire,Cryon Reach,PowderBlue,Clear path confirmed. Continuing cruise.,CXS-9386-UN
Sedan,Stratos M2,Fusion-B,950,1.2,192,132,127,171.2,PlasmaCell,6.7,1.3,67.4,40.4,20.2,6.7,6,4.321,0.834,0,0.224,1,4,54.4,131,192,CASE-7029-P,4025-08-03,Axel Orov,commute,automated,auto,Cryon Reach,Orryx Haven,OliveDrab,Clear path confirmed. Continuing cruise.,CXS-8045-AB
SUV,Vortex R7,Plasma-A,1250,1.5,293,143,250,215.0,PlasmaCell,6.7,1.3,71.6,43.0,21.5,7.2,4,6.212,0.318,4,0.098,4,3,59.7,148,147,CASE-3267-X,4025-10-18,Dr. Calix Renner,commute,automated,auto,Lunaris Port,Vega Spire,Navy,Minor vibration detected. Monitoring systems.,CXS-3788-AK
Micro,Nimbus X1,Plasma-A,700,0.8,138,104,288,287.6,FusionCore,8.4,1.6,71.1,42.7,21.3,7.1,2,9.063,0.891,5,0.733,4,5,10.0,303,26,CASE-3122-A,4025-06-15,Commander Yulo,commute,automated,auto,Zenthar Relay,Helion Hub,AntiqueWhite,Minor vibration detected. Monitoring systems.,CXS-3935-UX
Sedan,Stratos M2,Ion-A,950,1.2,189,128,249,192.6,PlasmaCell,6.7,1.3,61.6,37.0,18.5,6.2,3,9.144,0.165,2,0.543,2,2,73.0,136,105,CASE-3707-W,4025-09-18,Marshal Keir,commute,automated,auto,Vega Spire,Thalos Crossing,MediumTurquoise,Re-routing due to unstable path.,CXS-7970-JE
SUV,Vortex R7,Ion-A,1250,1.5,270,173,233,121.0,FusionCore,8.4,1.6,47.3,28.4,14.2,4.7,5,8.44,0.167,3,0.082,2,4,1.0,11,316,CASE-6284-Q,4025-09-17,Dr. Calix Renner,commute,automated,auto,Cryon Reach,Cerebra Ring,Linen,Fuel low. Navigating around debris.,CXS-3734-FC
Sedan,Stratos M2,Ion-A,950,1.2,236,129,112,174.1,PlasmaCell,6.7,1.3,45.9,27.5,13.8,4.6,5,5.682,0.771,0,0.658,5,3,1.8,62,62,CASE-4885-J,4025-06-03,Tamsin Ryx,commute,automated,auto,Cerebra Ring,Cryon Reach,SaddleBrown,Fuel low. Navigating around debris.,CXS-4950-XQ
Micro,Nimbus X1,Plasma-A,700,0.8,125,80,236,125.1,IonGel,5.2,1.1,62.9,37.7,18.9,6.3,3,1.343,0.591,0,0.7,2,0,79.1,153,108,CASE-8587-K,4025-06-04,Marshal Keir,commute,automated,auto,Thalos Crossing,Orryx Haven,PowderBlue,Re-routing due to unstable path.,CXS-8553-VE
Sedan,Stratos M2,Fusion-B,950,1.2,231,104,278,259.0,FusionCore,8.4,1.6,61.2,36.7,18.4,6.1,3,5.623,0.599,1,0.058,2,4,29.0,220,46,CASE-8031-L,4025-08-03,Zara Strix,commute,automated,auto,Cryon Reach,Zenthar Relay,Gold,Fuel low. Navigating around debris.,CXS-7008-FZ
Micro,Nimbus X1,Fusion-B,700,0.8,138,108,163,117.2,PlasmaCell,6.7,1.3,53.4,32.0,16.0,5.3,1,7.923,0.433,5,0.673,1,3,43.8,233,14,CASE-313-H,4025-10-16,Zara Strix,commute,automated,auto,Cerebra Ring,Thalos Crossing,Ivory,Fuel low. Navigating around debris.,CXS-3595-XE
Micro,Nimbus X1,Ion-A,700,0.8,158,106,196,182.0,PlasmaCell,6.7,1.3,53.7,32.2,16.1,5.4,3,8.442,0.174,4,0.472,5,1,30.1,325,153,CASE-359-S,4025-02-13,Marshal Keir,commute,automated,auto,Cryon Reach,Orryx Haven,Tan,Minor vibration detected. Monitoring systems.,CXS-7710-FD
SUV,Vortex R7,Fusion-B,1250,1.5,255,163,109,137.8,IonGel,5.2,1.1,62.4,37.4,18.7,6.2,1,2.817,0.889,2,0.678,4,4,20.7,162,108,CASE-612-M,4025-01-09,Commander Yulo,commute,automated,auto,Lunaris Port,Orryx Haven,LightCyan,Fuel low. Navigating around debris.,CXS-1354-YR
Micro,Nimbus X1,Plasma-A,700,0.8,146,116,207,199.1,IonGel,5.2,1.1,50.4,30.2,15.1,5.0,4,5.669,0.893,1,0.724,2,4,67.4,232,69,CASE-796-T,4025-09-18,Marshal Keir,commute,automated,auto,Lunaris Port,Helion Hub,BurlyWood,Fuel low. Navigating around debris.,CXS-9043-VD
Sedan,Stratos M2,Plasma-A,950,1.2,238,117,105,228.4,IonGel,5.2,1.1,57.0,34.2,17.1,5.7,0,9.572,0.799,3,0.548,5,2,86.6,113,119,CASE-323-B,4025-05-25,Elia Vorn,commute,automated,auto,Vega Spire,Thalos Crossing,DarkOrange,Clear path confirmed. Continuing cruise.,CXS-4513-NO
SUV,Vortex R7,Fusion-B,1250,1.5,286,188,215,102.8,FusionCore,8.4,1.6,50.0,30.0,15.0,5.0,1,4.143,0.667,0,0.127,2,1,87.3,134,34,CASE-2024-R,4025-01-20,Dr. Calix Renner,commute,automated,auto,Cryon Reach,Cerebra Ring,LightCoral,Minor vibration detected. Monitoring systems.,CXS-3791-PW
Sedan,Stratos M2,Ion-A,950,1.2,190,139,285,230.5,IonGel,5.2,1.1,58.0,34.8,17.4,5.8,0,5.48,0.712,0,0.376,4,5,6.8,318,247,CASE-3366-W,4025-02-01,Axel Orov,commute,automated,auto,Orryx Haven,Lunaris Port,Aqua,Re-routing due to unstable path.,CXS-6071-JN
Sedan,Stratos M2,Plasma-A,950,1.2,198,109,239,290.4,FusionCore,8.4,1.6,41.1,24.7,12.3,4.1,2,4.489,0.875,0,0.276,5,5,19.3,214,51,CASE-1654-V,4025-10-14,Zara Strix,commute,automated,auto,Thalos Crossing,Vega Spire,Turquoise,Re-routing due to unstable path.,CXS-2767-IT
Micro,Nimbus X1,Plasma-A,700,0.8,173,119,109,138.5,IonGel,5.2,1.1,55.3,33.2,16.6,5.5,0,4.644,0.257,1,0.03,1,3,80.4,212,69,CASE-2247-N,4025-01-16,Zara Strix,commute,automated,auto,Cerebra Ring,Lunaris Port,DarkKhaki,Fuel low. Navigating around debris.,CXS-2148-QX
Micro,Nimbus X1,Plasma-A,700,0.8,143,92,239,216.7,FusionCore,8.4,1.6,40.4,24.2,12.1,4.0,6,4.072,0.942,2,0.451,0,5,40.6,82,47,CASE-1928-J,4025-01-04,Captain Kael,commute,automated,auto,Thalos Crossing,Cryon Reach,DarkOrange,Power levels nominal. Adjusting trajectory.,CXS-2788-ZD
Sedan,Stratos M2,Fusion-B,950,1.2,249,124,110,248.6,PlasmaCell,6.7,1.3,58.9,35.3,17.7,5.9,0,8.317,0.945,4,0.11,4,1,49.2,35,242,CASE-3254-T,4025-03-06,Zara Strix,commute,automated,auto,Vega Spire,Cerebra Ring,Green,Clear path confirmed. Continuing cruise.,CXS-1103-YI
SUV,Vortex R7,Plasma-A,1250,1.5,282,159,204,110.8,IonGel,5.2,1.1,79.1,47.5,23.7,7.9,4,6.631,0.403,3,0.082,5,5,1.5,139,156,CASE-3304-L,4025-03-06,Axel Orov,commute,automated,auto,Cryon Reach,Thalos Crossing,PaleTurquoise,Re-routing due to unstable path.,CXS-8308-JF
SUV,Vortex R7,Ion-A,1250,1.5,273,164,105,141.6,PlasmaCell,6.7,1.3,47.3,28.4,14.2,4.7,5,5.289,0.729,4,0.969,2,4,48.6,57,195,CASE-8980-P,4025-03-16,Elia Vorn,commute,automated,auto,Helion Hub,Orryx Haven,HoneyDew,Fuel low. Navigating around debris.,CXS-1607-WP
Sedan,Stratos M2,Fusion-B,950,1.2,193,106,270,122.1,PlasmaCell,6.7,1.3,78.2,46.9,23.5,7.8,4,8.41,0.331,4,0.13,0,0,45.0,137,159,CASE-3842-A,4025-07-25,Zara Strix,commute,automated,auto,Vega Spire,Orryx Haven,Aquamarine,Minor vibration detected. Monitoring systems.,CXS-8474-VC
SUV,Vortex R7,Ion-A,1250,1.5,253,172,159,187.7,PlasmaCell,6.7,1.3,66.3,39.8,19.9,6.6,4,5.958,0.36,4,0.78,1,3,54.7,320,65,CASE-9406-V,4025-01-16,Elia Vorn,commute,automated,auto,Vega Spire,Helion Hub,Snow,Minor vibration detected. Monitoring systems.,CXS-4233-EC
SUV,Vortex R7,Plasma-A,1250,1.5,279,157,168,202.0,PlasmaCell,6.7,1.3,50.8,30.5,15.2,5.1,7,3.405,0.718,0,0.203,5,5,13.4,7,183,CASE-1229-X,4025-04-19,Marshal Keir,commute,automated,auto,Lunaris Port,Helion Hub,DarkGreen,Power levels nominal. Adjusting trajectory.,CXS-6387-IU
Sedan,Stratos M2,Ion-A,950,1.2,206,148,100,112.2,IonGel,5.2,1.1,40.7,24.4,12.2,4.1,1,1.031,0.793,0,0.122,0,4,85.9,47,196,CASE-7483-J,4025-08-08,Axel Orov,commute,automated,auto,Cerebra Ring,Vega Spire,LightGray,Clear path confirmed. Continuing cruise.,CXS-3494-OB
Sedan,Stratos M2,Ion-A,950,1.2,197,143,151,286.8,FusionCore,8.4,1.6,69.7,41.8,20.9,7.0,4,10.168,0.971,3,0.993,0,0,2.1,305,301,CASE-2862-B,4025-01-18,Dr. Calix Renner,commute,automated,auto,Thalos Crossing,Helion Hub,LightSteelBlue,Clear path confirmed. Continuing cruise.,CXS-9438-LZ
SUV,Vortex R7,Plasma-A,1250,1.5,337,154,211,123.7,IonGel,5.2,1.1,43.9,26.3,13.2,4.4,4,6.496,0.713,1,0.949,0,1,57.2,340,6,CASE-5123-N,4025-09-03,Elia Vorn,commute,automated,auto,Cryon Reach,Zenthar Relay,DarkOrange,Power levels nominal. Adjusting trajectory.,CXS-2120-DY
