space_weight_kg,thrust_kN,power_capacity_kWh,engine_class,FOV_Threat_Count,Min_Distance_In_FOV,FOV_Density,FOV_Front_Cone_Threat_Count,Angle_Weighted_Density,Threats_Left_Sector,Threats_Right_Sector,Zone,Average_Threat_Angle_Offset,DangerScore,DangerLabel,FuelUsed,fuel_cost,total_cost,CurrentHeading,PredictedHeading,TurnDirection,AdjustedForThreats,AngleDensity,TurnAngle,MomentumBias,ThreatsLeft,ThreatsRight,Reason,TripScore,Evaluation,Comments
1937,56.6,205.8,Fusion-B,2,4.99,0.94,0,0.89,2,0,green,84.0,0.342,Low,1.393,6.96,6.96,47,47,none,False,0.89,0,right,2,0,No threats detected,0.807,Excellent,Efficient and low-risk path
1918,51.0,264.7,Ion-A,7,1.96,0.27,4,0.76,1,1,yellow,55.1,0.765,High,1.771,8.86,8.86,247,297,right,True,0.76,50,right,1,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.512,Risky,Moderate danger or cost detected
1717,50.7,230.7,Fusion-B,2,3.08,0.31,0,0.69,4,5,green,32.3,0.304,Low,1.53,7.65,7.65,105,105,none,False,0.69,0,left,4,5,No threats detected,0.817,Excellent,Efficient and low-risk path
1870,67.5,216.3,Fusion-B,8,5.52,0.64,0,0.71,0,2,green,33.7,0.548,Medium,1.442,7.21,7.21,351,351,none,False,0.71,0,right,0,2,No threats detected,0.723,Good,Safe with minor inefficiencies
1489,74.1,218.6,Fusion-B,7,2.24,0.27,0,0.03,0,4,red,68.8,0.575,Medium,1.252,6.26,6.26,159,159,none,False,0.03,0,left,0,4,No threats detected,0.72,Good,Safe with minor inefficiencies
1991,40.6,183.2,Fusion-B,3,4.72,0.77,2,0.99,1,1,yellow,68.2,0.541,Medium,3.683,18.41,18.41,141,201,right,True,0.99,60,right,1,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.503,Risky,Moderate danger or cost detected
1726,42.6,288.3,Fusion-B,1,9.87,0.88,2,0.49,1,1,yellow,29.2,0.364,Low,2.357,11.79,11.79,58,18,left,True,0.49,40,left,1,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.671,Good,Safe with minor inefficiencies
2037,58.3,179.5,Plasma-A,8,4.64,0.14,0,0.74,1,4,yellow,34.2,0.63,Medium,2.19,10.95,10.95,281,281,none,False,0.74,0,,1,4,No threats detected,0.66,Good,Safe with minor inefficiencies
1677,52.5,237.8,Ion-A,4,7.68,0.63,4,0.53,1,1,green,78.8,0.398,Low,0.97,4.85,4.85,159,200,right,True,0.53,41,right,1,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.711,Good,Safe with minor inefficiencies
1746,71.5,223.3,Plasma-A,7,5.06,0.84,0,0.04,1,0,yellow,89.6,0.469,Medium,1.826,9.13,9.13,345,345,none,False,0.04,0,left,1,0,No threats detected,0.739,Good,Safe with minor inefficiencies
1508,60.7,203.3,Fusion-B,0,7.62,0.6,0,0.52,3,3,green,56.8,0.176,Low,0.994,4.97,4.97,305,305,none,False,0.52,0,right,3,3,No threats detected,0.89,Excellent,Efficient and low-risk path
2044,42.0,186.6,Plasma-A,7,4.58,0.37,4,0.83,2,2,yellow,41.5,0.734,Medium,4.513,22.56,22.56,101,154,right,True,0.83,53,right,2,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.408,Risky,Moderate danger or cost detected
1480,56.9,238.1,Fusion-B,2,1.49,0.57,0,0.14,5,3,green,74.7,0.292,Low,1.055,5.27,5.27,233,233,none,False,0.14,0,,5,3,No threats detected,0.841,Excellent,Efficient and low-risk path
2100,58.1,255.6,Plasma-A,7,2.02,0.8,3,0.94,1,1,green,62.7,0.663,Medium,2.268,11.34,11.34,315,257,left,True,0.94,58,,1,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.515,Risky,Moderate danger or cost detected
1772,55.7,191.8,Fusion-B,2,1.22,0.51,5,0.9,5,2,yellow,80.6,0.663,Medium,1.569,7.84,7.84,232,288,right,True,0.9,56,right,5,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.548,Risky,Moderate danger or cost detected
1430,75.3,154.4,Ion-A,7,3.92,0.68,0,0.71,2,3,yellow,14.8,0.686,Medium,0.862,4.31,4.31,87,87,none,False,0.71,0,,2,3,No threats detected,0.691,Good,Safe with minor inefficiencies
2186,69.3,154.6,Fusion-B,2,7.36,0.67,4,0.09,0,3,red,63.7,0.409,Medium,1.711,8.55,8.55,54,30,left,True,0.09,24,,0,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.715,Good,Safe with minor inefficiencies
1969,69.1,296.0,Plasma-A,1,6.51,0.24,2,0.55,4,3,yellow,4.0,0.316,Low,1.666,8.33,8.33,302,344,right,True,0.55,42,right,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.714,Good,Safe with minor inefficiencies
1644,46.8,193.6,Plasma-A,3,8.84,0.88,4,0.16,1,3,yellow,13.0,0.468,Medium,2.765,13.83,13.83,33,7,left,True,0.16,26,,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.644,Good,Safe with minor inefficiencies
1613,70.8,148.2,Plasma-A,6,3.77,0.76,3,0.96,4,2,red,26.0,0.93,High,2.088,10.44,10.44,355,53,right,True,0.96,58,left,4,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.416,Risky,Moderate danger or cost detected
1577,47.2,283.8,Plasma-A,1,9.64,0.1,5,0.77,5,4,yellow,1.1,0.421,Medium,2.597,12.98,12.98,58,109,right,True,0.77,51,right,5,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.614,Good,Safe with minor inefficiencies
2010,59.9,219.8,Fusion-B,5,8.27,0.65,4,0.49,0,3,green,19.5,0.483,Medium,1.611,8.05,8.05,157,117,left,True,0.49,40,right,0,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.653,Good,Safe with minor inefficiencies
1471,66.4,212.6,Plasma-A,1,4.98,0.64,5,0.01,4,3,yellow,79.4,0.308,Low,1.223,6.12,6.12,253,273,right,True,0.01,20,left,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.783,Good,Safe with minor inefficiencies
1492,51.1,240.6,Ion-A,2,8.38,0.29,4,0.18,5,0,green,5.0,0.273,Low,0.915,4.58,4.58,338,5,right,True,0.18,27,left,5,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.794,Good,Safe with minor inefficiencies
1863,54.0,163.3,Plasma-A,4,1.29,0.62,3,0.6,4,4,yellow,29.8,0.719,Medium,2.269,11.35,11.35,100,56,left,True,0.6,44,left,4,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.524,Risky,Moderate danger or cost detected
2097,43.5,157.4,Fusion-B,4,9.94,0.25,4,0.28,5,2,yellow,59.5,0.41,Medium,3.259,16.29,16.29,176,207,right,True,0.28,31,left,5,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.637,Good,Safe with minor inefficiencies
1996,68.0,231.6,Ion-A,8,6.06,0.97,3,0.75,1,2,green,32.4,0.657,Medium,1.081,5.4,5.4,189,139,left,True,0.75,50,right,1,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.583,Risky,Moderate danger or cost detected
1454,41.4,263.0,Ion-A,8,3.91,0.91,2,0.82,0,2,green,68.3,0.613,Medium,1.792,8.96,8.96,120,67,left,True,0.82,53,right,0,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.565,Risky,Moderate danger or cost detected
2119,73.7,150.4,Plasma-A,6,5.24,0.21,5,0.86,2,5,yellow,29.6,0.706,Medium,2.299,11.49,11.49,207,153,left,True,0.86,54,right,2,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.506,Risky,Moderate danger or cost detected
1845,56.6,173.6,Plasma-A,3,2.88,0.15,5,0.57,1,3,green,88.1,0.377,Low,1.724,8.62,8.62,96,53,left,True,0.57,43,right,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.685,Good,Safe with minor inefficiencies
1793,61.2,154.0,Fusion-B,6,7.52,0.64,1,0.79,2,5,green,63.6,0.465,Medium,1.409,7.04,7.04,68,16,left,True,0.79,52,left,2,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.642,Good,Safe with minor inefficiencies
1473,57.1,275.6,Plasma-A,0,3.34,0.62,1,0.62,5,3,red,83.4,0.357,Low,1.358,6.79,6.79,223,268,right,True,0.62,45,left,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.703,Good,Safe with minor inefficiencies
1486,64.6,219.4,Ion-A,6,7.56,0.55,3,0.81,5,4,yellow,79.5,0.605,Medium,0.797,3.99,3.99,319,11,right,True,0.81,52,left,5,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.611,Good,Safe with minor inefficiencies
1865,49.3,186.5,Plasma-A,6,2.74,0.21,4,0.46,3,3,yellow,71.7,0.589,Medium,2.766,13.83,13.83,115,77,left,True,0.46,38,left,3,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.569,Risky,Moderate danger or cost detected
1834,69.5,173.2,Plasma-A,0,6.54,0.47,4,0.05,3,5,green,31.5,0.187,Low,1.558,7.79,7.79,256,234,left,True,0.05,22,,3,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.814,Excellent,Efficient and low-risk path
1820,72.2,174.0,Plasma-A,5,6.77,0.72,0,0.25,0,4,yellow,6.1,0.466,Medium,1.924,9.62,9.62,188,188,none,False,0.25,0,left,0,4,No threats detected,0.737,Good,Safe with minor inefficiencies
1994,52.0,228.0,Fusion-B,1,7.9,0.2,1,0.33,5,5,red,35.6,0.252,Low,1.681,8.41,8.41,143,176,right,True,0.33,33,right,5,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.759,Good,Safe with minor inefficiencies
1929,62.8,293.6,Ion-A,8,8.49,0.27,4,0.83,0,1,yellow,83.0,0.679,Medium,1.044,5.22,5.22,322,269,left,True,0.83,53,left,0,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.569,Risky,Moderate danger or cost detected
2100,59.2,215.9,Plasma-A,8,1.32,0.22,4,0.16,2,4,green,41.5,0.618,Medium,2.216,11.08,11.08,175,149,left,True,0.16,26,right,2,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.606,Good,Safe with minor inefficiencies
2197,74.6,283.3,Ion-A,7,5.16,0.83,3,0.93,4,3,red,5.0,1.0,High,1.632,8.16,8.16,169,226,right,True,0.93,57,right,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.408,Risky,Moderate danger or cost detected
1761,60.8,230.4,Fusion-B,4,7.1,0.6,1,0.02,0,5,red,52.0,0.409,Medium,1.392,6.96,6.96,155,134,left,True,0.02,21,right,0,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.734,Good,Safe with minor inefficiencies
1666,53.3,286.6,Ion-A,7,8.16,0.16,4,0.15,1,4,green,75.7,0.4,Medium,0.934,4.67,4.67,336,310,left,True,0.15,26,,1,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.745,Good,Safe with minor inefficiencies
2155,53.6,200.0,Plasma-A,0,5.81,0.25,2,0.61,3,0,green,16.9,0.222,Low,2.219,11.09,11.09,258,302,right,True,0.61,44,left,3,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.725,Good,Safe with minor inefficiencies
1684,44.7,265.2,Fusion-B,2,3.77,0.87,4,0.71,2,2,yellow,24.4,0.568,Medium,2.443,12.21,12.21,7,319,left,True,0.71,48,left,2,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.568,Risky,Moderate danger or cost detected
2018,43.5,280.3,Ion-A,2,4.34,0.85,5,0.3,3,2,green,47.3,0.379,Low,1.829,9.14,9.14,133,165,right,True,0.3,32,left,3,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.704,Good,Safe with minor inefficiencies
1896,47.0,199.9,Ion-A,8,1.34,0.28,0,0.09,2,0,green,45.5,0.517,Medium,1.699,8.5,8.5,304,304,none,False,0.09,0,left,2,0,No threats detected,0.725,Good,Safe with minor inefficiencies
1907,72.0,284.8,Fusion-B,6,2.39,0.41,1,0.48,5,3,red,78.6,0.656,Medium,1.546,7.73,7.73,326,5,right,True,0.48,39,left,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.589,Risky,Moderate danger or cost detected
1615,52.4,192.4,Plasma-A,5,7.93,0.19,0,0.98,5,2,green,46.5,0.402,Medium,2.09,10.45,10.45,26,26,none,False,0.98,0,left,5,2,No threats detected,0.756,Good,Safe with minor inefficiencies
1875,79.7,172.8,Fusion-B,7,1.33,0.45,2,0.86,3,5,red,10.4,1.0,High,2.233,11.17,11.17,119,65,left,True,0.86,54,right,3,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.391,Poor,Unsafe or inefficient trip path
2099,52.4,147.0,Plasma-A,6,8.63,0.88,3,0.33,2,1,red,80.0,0.66,Medium,2.716,13.58,13.58,222,255,right,True,0.33,33,left,2,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.554,Risky,Moderate danger or cost detected
1695,44.1,262.6,Fusion-B,6,7.71,0.12,5,0.76,2,4,red,57.5,0.743,Medium,2.545,12.72,12.72,21,331,left,True,0.76,50,left,2,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.49,Risky,Moderate danger or cost detected
1944,48.4,172.1,Plasma-A,5,3.58,0.58,3,0.77,4,5,yellow,60.4,0.619,Medium,3.012,15.06,15.06,171,120,left,True,0.77,51,,4,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.519,Risky,Moderate danger or cost detected
1673,50.9,165.2,Ion-A,4,2.03,0.96,5,0.56,4,3,yellow,9.2,0.765,High,1.552,7.76,7.76,345,27,right,True,0.56,42,left,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.539,Risky,Moderate danger or cost detected
2151,61.7,227.9,Plasma-A,3,3.44,0.95,4,0.8,2,5,red,51.7,0.746,Medium,2.185,10.93,10.93,92,40,left,True,0.8,52,,2,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.499,Risky,Moderate danger or cost detected
1960,46.9,189.8,Ion-A,0,9.03,0.59,0,0.05,0,3,green,2.6,0.106,Low,1.471,7.36,7.36,268,268,none,False,0.05,0,left,0,3,No threats detected,0.899,Excellent,Efficient and low-risk path
2101,76.1,148.1,Fusion-B,5,4.45,0.18,1,0.39,5,2,yellow,63.4,0.419,Medium,1.84,9.2,9.2,98,134,right,True,0.39,36,left,5,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.679,Good,Safe with minor inefficiencies
1424,75.7,240.7,Plasma-A,1,7.21,0.5,0,0.36,4,5,green,29.9,0.189,Low,1.34,6.7,6.7,306,306,none,False,0.36,0,left,4,5,No threats detected,0.871,Excellent,Efficient and low-risk path
2125,47.9,261.3,Ion-A,1,8.28,0.17,4,0.92,1,3,red,68.8,0.462,Medium,1.818,9.09,9.09,331,274,left,True,0.92,57,right,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.616,Good,Safe with minor inefficiencies
1589,62.7,154.9,Ion-A,2,8.22,0.73,2,0.1,2,3,red,27.9,0.38,Low,0.717,3.58,3.58,38,14,left,True,0.1,24,right,2,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.766,Good,Safe with minor inefficiencies
1683,65.8,262.6,Fusion-B,5,5.23,0.95,2,0.14,1,0,yellow,80.6,0.471,Medium,1.29,6.45,6.45,31,57,right,True,0.14,26,right,1,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.702,Good,Safe with minor inefficiencies
1797,50.3,198.2,Fusion-B,0,2.65,0.93,2,0.33,2,1,yellow,77.5,0.331,Low,1.631,8.15,8.15,35,68,right,True,0.33,33,right,2,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.729,Good,Safe with minor inefficiencies
1605,53.0,218.0,Plasma-A,6,1.59,0.2,1,0.48,5,3,green,76.1,0.462,Medium,2.029,10.14,10.14,73,112,right,True,0.48,39,right,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.647,Good,Safe with minor inefficiencies
2187,51.3,195.8,Fusion-B,3,6.17,0.56,4,0.41,5,0,yellow,64.3,0.443,Medium,2.279,11.39,11.39,132,168,right,True,0.41,36,left,5,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.652,Good,Safe with minor inefficiencies
1435,44.3,229.0,Ion-A,1,1.64,0.37,4,0.46,5,2,yellow,53.1,0.464,Medium,1.491,7.46,7.46,9,47,right,True,0.46,38,right,5,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.67,Good,Safe with minor inefficiencies
1552,49.5,179.0,Plasma-A,0,2.43,0.53,0,0.07,5,3,yellow,18.7,0.211,Low,1.9,9.5,9.5,77,77,none,False,0.07,0,,5,3,No threats detected,0.84,Excellent,Efficient and low-risk path
1800,67.8,209.0,Plasma-A,0,9.82,0.61,4,0.34,5,3,yellow,62.5,0.282,Low,1.507,7.53,7.53,223,257,right,True,0.34,34,right,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.751,Good,Safe with minor inefficiencies
2145,46.9,247.1,Ion-A,8,7.65,0.74,1,0.84,0,3,red,10.3,0.929,High,2.415,12.07,12.07,246,192,left,True,0.84,54,left,0,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.412,Risky,Moderate danger or cost detected
1980,63.8,192.1,Plasma-A,5,1.88,0.5,2,0.31,5,2,yellow,36.5,0.584,Medium,1.978,9.89,9.89,28,60,right,True,0.31,32,left,5,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.616,Good,Safe with minor inefficiencies
1774,63.9,249.7,Plasma-A,5,6.37,0.84,0,0.33,3,2,red,58.0,0.546,Medium,1.772,8.86,8.86,103,103,none,False,0.33,0,left,3,2,No threats detected,0.711,Good,Safe with minor inefficiencies
1967,42.5,174.8,Ion-A,6,2.25,0.62,5,0.75,1,2,red,72.9,0.893,High,2.837,14.19,14.19,199,149,left,True,0.75,50,left,1,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.418,Risky,Moderate danger or cost detected
2045,70.3,245.7,Plasma-A,5,5.08,0.36,3,0.62,0,5,yellow,40.2,0.56,Medium,2.104,10.52,10.52,97,52,left,True,0.62,45,left,0,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.592,Risky,Moderate danger or cost detected
1436,48.2,280.4,Ion-A,0,3.7,0.81,5,0.68,4,1,yellow,82.7,0.428,Medium,1.21,6.05,6.05,199,246,right,True,0.68,47,left,4,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.676,Good,Safe with minor inefficiencies
1953,77.5,254.8,Plasma-A,4,9.24,0.99,3,0.58,4,3,green,55.0,0.439,Medium,2.295,11.47,11.47,18,61,right,True,0.58,43,,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.637,Good,Safe with minor inefficiencies
1457,60.4,275.6,Fusion-B,0,8.67,0.16,3,0.9,0,1,red,87.1,0.353,Low,0.965,4.83,4.83,341,285,left,True,0.9,56,right,0,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.696,Good,Safe with minor inefficiencies
1869,40.0,229.6,Plasma-A,8,9.81,0.2,1,0.28,5,4,green,2.8,0.456,Medium,4.665,23.32,23.32,36,67,right,True,0.28,31,left,5,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.562,Risky,Moderate danger or cost detected
2153,57.3,234.4,Ion-A,7,6.63,0.74,5,0.41,0,3,red,39.2,0.852,High,1.595,7.97,7.97,23,347,left,True,0.41,36,left,0,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.515,Risky,Moderate danger or cost detected
2118,48.4,167.7,Plasma-A,2,2.25,0.6,0,0.84,1,5,green,32.4,0.389,Low,2.735,13.67,13.67,157,157,none,False,0.84,0,left,1,5,No threats detected,0.735,Good,Safe with minor inefficiencies
1867,56.7,186.2,Plasma-A,2,8.85,0.21,4,0.01,0,0,green,58.4,0.209,Low,1.74,8.7,8.7,254,274,right,True,0.01,20,right,0,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.802,Excellent,Efficient and low-risk path
2030,45.8,281.6,Ion-A,1,6.92,0.98,1,0.14,3,2,red,12.3,0.357,Low,1.616,8.08,8.08,347,13,right,True,0.14,26,right,3,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.735,Good,Safe with minor inefficiencies
1732,72.2,277.6,Ion-A,8,9.04,0.73,1,0.93,2,1,green,56.1,0.575,Medium,0.986,4.93,4.93,303,0,right,True,0.93,57,left,2,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.604,Good,Safe with minor inefficiencies
1743,58.2,207.9,Ion-A,1,8.38,0.45,2,0.23,1,3,green,38.2,0.199,Low,0.843,4.21,4.21,356,327,left,True,0.23,29,,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.822,Excellent,Efficient and low-risk path
1966,40.3,219.7,Ion-A,7,7.58,0.74,1,0.27,4,0,green,83.4,0.412,Medium,2.593,12.96,12.96,51,82,right,True,0.27,31,right,4,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.663,Good,Safe with minor inefficiencies
1785,63.1,145.4,Ion-A,0,1.34,0.53,3,0.37,0,0,green,52.2,0.344,Low,0.803,4.02,4.02,91,56,left,True,0.37,35,left,0,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.752,Good,Safe with minor inefficiencies
2123,78.5,152.8,Plasma-A,4,7.57,0.57,3,0.86,5,3,red,67.6,0.649,Medium,2.554,12.77,12.77,64,118,right,True,0.86,54,left,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.518,Risky,Moderate danger or cost detected
1546,51.2,222.7,Plasma-A,4,5.71,0.65,4,0.25,3,3,green,56.8,0.384,Low,1.753,8.76,8.76,89,119,right,True,0.25,30,right,3,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.71,Good,Safe with minor inefficiencies
2108,66.5,247.0,Ion-A,2,7.16,0.59,5,0.58,3,4,green,55.2,0.371,Low,0.944,4.72,4.72,321,278,left,True,0.58,43,,3,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.718,Good,Safe with minor inefficiencies
1756,76.1,225.6,Fusion-B,0,1.1,0.51,4,0.91,1,1,green,51.7,0.488,Medium,1.538,7.69,7.69,271,215,left,True,0.91,56,left,1,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.619,Good,Safe with minor inefficiencies
2033,53.3,196.5,Fusion-B,8,9.8,0.37,4,0.17,1,3,red,62.6,0.705,Medium,1.954,9.77,9.77,337,310,left,True,0.17,27,left,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.58,Risky,Moderate danger or cost detected
1683,63.9,188.7,Ion-A,3,8.07,0.33,0,0.63,1,5,yellow,52.0,0.349,Low,0.754,3.77,3.77,254,254,none,False,0.63,0,left,1,5,No threats detected,0.83,Excellent,Efficient and low-risk path
1563,62.9,245.0,Plasma-A,0,3.63,0.76,0,0.03,5,2,yellow,43.6,0.187,Low,1.308,6.54,6.54,107,107,none,False,0.03,0,right,5,2,No threats detected,0.873,Excellent,Efficient and low-risk path
1657,45.1,152.3,Fusion-B,7,8.05,0.33,0,0.62,0,5,green,24.8,0.453,Medium,2.351,11.75,11.75,275,275,none,False,0.62,0,left,0,5,No threats detected,0.725,Good,Safe with minor inefficiencies
1561,50.3,258.6,Ion-A,7,6.43,0.92,4,0.74,0,0,green,59.3,0.597,Medium,1.19,5.95,5.95,227,277,right,True,0.74,50,right,0,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.602,Good,Safe with minor inefficiencies
1993,54.8,168.1,Fusion-B,6,8.04,0.31,1,0.18,5,5,yellow,47.5,0.428,Medium,1.816,9.08,9.08,117,90,left,True,0.18,27,left,5,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.696,Good,Safe with minor inefficiencies
1733,41.3,297.5,Ion-A,1,9.71,0.64,1,0.82,5,3,green,75.4,0.271,Low,1.791,8.96,8.96,192,245,right,True,0.82,53,left,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.702,Good,Safe with minor inefficiencies
1475,70.1,206.1,Fusion-B,7,4.45,0.69,0,0.73,3,1,green,15.1,0.546,Medium,1.165,5.83,5.83,312,312,none,False,0.73,0,right,3,1,No threats detected,0.735,Good,Safe with minor inefficiencies
1582,63.1,274.7,Fusion-B,5,1.49,0.34,1,0.82,3,5,green,4.7,0.578,Medium,1.221,6.11,6.11,323,270,left,True,0.82,53,,3,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.602,Good,Safe with minor inefficiencies
1676,58.6,216.2,Ion-A,5,5.29,0.95,1,0.92,0,5,red,21.0,0.806,High,1.205,6.03,6.03,30,333,left,True,0.92,57,,0,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.503,Risky,Moderate danger or cost detected
1539,67.3,202.4,Ion-A,7,3.36,0.58,3,0.43,3,1,yellow,26.0,0.695,Medium,0.83,4.15,4.15,112,149,right,True,0.43,37,,3,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.607,Good,Safe with minor inefficiencies
2018,71.9,201.1,Ion-A,2,3.84,0.58,4,0.96,4,1,green,8.8,0.477,Medium,1.143,5.71,5.71,210,268,right,True,0.96,58,right,4,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.635,Good,Safe with minor inefficiencies
1900,61.3,196.6,Ion-A,7,8.6,0.65,3,0.65,2,0,red,24.5,0.843,High,1.305,6.52,6.52,219,265,right,True,0.65,46,left,2,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.508,Risky,Moderate danger or cost detected
1653,50.8,268.4,Fusion-B,6,3.3,0.63,4,0.46,1,4,green,60.8,0.514,Medium,1.76,8.8,8.8,293,255,left,True,0.46,38,left,1,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.64,Good,Safe with minor inefficiencies
1827,49.7,247.5,Ion-A,0,7.93,0.57,3,0.68,5,4,green,89.4,0.245,Low,1.193,5.96,5.96,217,264,right,True,0.68,47,right,5,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.75,Good,Safe with minor inefficiencies
1803,52.5,141.7,Fusion-B,1,1.08,0.16,3,0.41,3,1,green,47.3,0.392,Low,1.49,7.45,7.45,285,321,right,True,0.41,36,left,3,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.704,Good,Safe with minor inefficiencies
2109,67.4,196.2,Plasma-A,6,7.53,0.33,1,0.03,1,2,yellow,55.7,0.396,Low,1.761,8.8,8.8,122,101,left,True,0.03,21,left,1,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.725,Good,Safe with minor inefficiencies
1416,42.3,235.1,Fusion-B,4,9.05,0.3,1,0.6,5,3,red,11.0,0.533,Medium,2.362,11.81,11.81,298,342,right,True,0.6,44,left,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.595,Risky,Moderate danger or cost detected
