car_type,earth_weight_kg,space_weight_kg,thrust_kN,power_capacity_kWh,engine_class
Coupe,1298,1951,31.2,109.2,Ion-B
Transport,2283,3428,75.9,240.0,Plasma-A
Coupe,1354,2031,37.6,140.2,Ion-B
Sedan,1572,2365,48.7,197.1,Fusion-B
Micro,945,1415,19.2,89.5,Ion-A
Micro,941,1405,27.4,102.5,Ion-A
SUV,1824,2726,54.9,201.9,Fusion-C
SUV,1966,2947,67.0,220.9,Fusion-C
Micro,993,1488,33.2,87.4,Ion-A
Transport,2461,3692,95.7,254.9,Plasma-A
Sedan,1534,2297,50.1,167.8,Fusion-B
Coupe,1390,2092,42.9,119.7,Ion-B
SUV,1957,2940,69.7,242.9,Fusion-C
Micro,973,1460,31.1,182.5280644481887,Ion-A
Micro,1024,1526,28.2,86.4,Ion-A
Micro,944,1422,19.4,90.1,Ion-A
Transport,2503,3757,85.1,345.2,Plasma-A
SUV,1885,2832,77.5,248.3,Fusion-C
Transport,2519,3770,118.6,262.8,Plasma-A
Coupe,1251,1877,37.1,114.8,Ion-B
Coupe,1352,2024,43.0,146.3,Ion-B
Coupe,1310,1961,33.8,153.5,Ion-B
SUV,1849,2769,56.7,214.4,Fusion-C
Sedan,1532,2306,43.8,174.7,Fusion-B
Coupe,1389,2082,29.5,124.1,Ion-B
Micro,925,1393,27.5,110.4,Ion-A
Sedan,1496,2246,50.1,161.4,Fusion-B
Sedan,1516,2279,48.6,173.6,Fusion-B
Coupe,1398,2101,42.4,147.5,Ion-B
Coupe,1352,2034,33.9,131.5,Ion-B
Transport,2516,3783,111.2,332.2,Plasma-A
Transport,2728,4093,114.2,280.0,Plasma-A
Transport,2580,3872,111.9,326.1,Plasma-A
Micro,1003,1502,24.8,104.4,Ion-A
Micro,1051,1568,24.2,182.5280644481887,Ion-A
Micro,992,1485,32.0,115.6,Ion-A
Sedan,1449,2179,49.3,146.9,Fusion-B
Sedan,1464,2197,45.3,182.5280644481887,Fusion-B
SUV,1893,2843,77.6,189.4,Fusion-C
Sedan,1450,2171,50.3,176.1,Fusion-B
Sedan,1483,2216,51.4,194.9,Fusion-B
Transport,2544,3817,109.0,338.5,Plasma-A
Sedan,1430,2137,48.5,182.5280644481887,Fusion-B
SUV,2078,3124,67.0,246.2,Fusion-C
Sedan,1444,2173,42.1,157.9,Fusion-B
Coupe,1366,2051,33.6,154.0,Ion-B
Coupe,1245,1860,38.4,139.8,Ion-B
SUV,1851,2779,64.0,193.4,Fusion-C
Sedan,1490,2243,51.8,195.7,Fusion-B
Micro,963,1441,23.0,112.4,Ion-A
Sedan,1461,2186,50.0,162.0,Fusion-B
SUV,1888,2826,78.5,247.3,Fusion-C
Transport,2225,3329,110.7,303.0,Plasma-A
Transport,2690,4042,88.9,333.1,Plasma-A
Coupe,1300,1958,37.6,144.4,Ion-B
Transport,2343,3505,101.1,302.0,Plasma-A
Sedan,1528,2289,55.4,198.0,Fusion-B
Sedan,1540,2308,39.2,166.9,Fusion-B
Micro,1091,1643,31.6,97.7,Ion-A
Coupe,1369,2050,38.4,113.7,Ion-B
Sedan,1491,2238,59.9,175.6,Fusion-B
Sedan,1476,2210,59.5,142.8,Fusion-B
Sedan,1504,2261,52.4,188.5,Fusion-B
SUV,1873,2811,79.7,192.2,Fusion-C
SUV,2037,3049,55.8,241.4,Fusion-C
SUV,1871,2812,61.2,238.0,Fusion-C
Coupe,1402,2102,44.6,141.5,Ion-B
Coupe,1300,1940,42.8,141.3,Ion-B
SUV,2155,3240,67.0,182.5280644481887,Fusion-C
Coupe,1349,2020,41.5,124.8,Ion-B
Sedan,1587,2382,39.9,146.0,Fusion-B
Sedan,1575,2368,55.6,152.9,Fusion-B
Transport,2719,4088,97.7,353.8,Plasma-A
Transport,2285,3430,119.2,284.6,Plasma-A
Sedan,1564,2344,41.6,185.9,Fusion-B
Sedan,1404,2105,56.5,205.1,Fusion-B
Micro,1061,1587,34.6,92.6,Ion-A
Sedan,1446,2165,60.2,195.6,Fusion-B
Transport,2292,3446,90.5,335.2,Plasma-A
Micro,989,1478,29.4,84.7,Ion-A
SUV,1891,2835,74.7,251.7,Fusion-C
Sedan,1530,2294,47.2,189.0,Fusion-B
SUV,1829,2742,68.8,261.3,Fusion-C
Transport,2345,3526,97.7,316.2,Plasma-A
SUV,1844,2766,65.7,203.7,Fusion-C
Micro,988,1477,34.9,87.4,Ion-A
Micro,960,1433,28.1,96.3,Ion-A
Micro,1059,1584,27.4,80.1,Ion-A
Sedan,1552,2330,52.3,185.6,Fusion-B
Micro,913,1369,27.4,107.5,Ion-A
Micro,1009,1509,19.8,110.2,Ion-A
Coupe,1326,1983,43.3,98.6,Ion-B
Micro,1036,1548,25.6,111.7,Ion-A
Coupe,1279,1927,39.8,135.2,Ion-B
SUV,1902,2851,58.7,236.2,Fusion-C
Sedan,1537,2315,60.1,170.7,Fusion-B
Transport,2674,4021,116.3,290.4,Plasma-A
Coupe,1305,1953,32.0,130.8,Ion-B
Coupe,1334,1997,43.6,132.2,Ion-B
Sedan,1417,2118,55.4,166.4,Fusion-B
SUV,1840,2758,77.8,218.9,Fusion-C
Micro,1023,1532,27.1,113.6,Ion-A
Micro,1042,1563,31.9,76.2,Ion-A
Coupe,1293,1931,41.8,146.3,Ion-B
Micro,1105,1658,36.3,118.5,Ion-A
Coupe,1321,1979,41.3,118.6,Ion-B
Transport,2390,3591,105.2,290.9,Plasma-A
Sedan,1583,2382,42.3,179.9,Fusion-B
Sedan,1600,2391,46.7,172.5,Fusion-B
SUV,2176,3264,62.2,182.5280644481887,Fusion-C
Micro,920,1380,33.3,182.5280644481887,Ion-A
SUV,2074,3117,61.3,194.0,Fusion-C
SUV,2081,3120,67.0,200.0,Fusion-C
Transport,2306,3460,81.1,250.2,Plasma-A
Sedan,1540,2308,43.0,145.3,Fusion-B
Micro,1071,1601,29.7,113.5,Ion-A
SUV,2119,3185,70.0,185.9,Fusion-C
Sedan,1413,2120,52.6,157.8,Fusion-B
SUV,1910,2859,65.8,254.3,Fusion-C
Sedan,1431,2156,55.0,191.3,Fusion-B
Coupe,1339,2000,40.6,144.4,Ion-B
Sedan,1467,2196,55.4,135.9,Fusion-B
Coupe,1260,1882,36.3,147.6,Ion-B
Coupe,1203,1803,37.6,148.2,Ion-B
Micro,965,1451,22.1,106.2,Ion-A
SUV,1973,2953,75.8,258.9,Fusion-C
Coupe,1321,1977,43.3,154.0,Ion-B
Transport,2286,3431,90.4,312.8,Plasma-A
SUV,1822,2731,77.6,229.5,Fusion-C
SUV,2106,3164,66.9,206.0,Fusion-C
Coupe,1271,1899,30.6,107.4,Ion-B
Transport,2400,3606,97.7,310.6,Plasma-A
SUV,2182,3277,68.2,232.7,Fusion-C
Sedan,1598,2388,41.9,170.8,Fusion-B
Micro,994,1482,25.3,98.5,Ion-A
Micro,916,1367,27.4,116.4,Ion-A
Coupe,1303,1946,33.9,101.2,Ion-B
Sedan,1425,2131,50.1,134.2,Fusion-B
Sedan,1452,2187,44.5,153.0,Fusion-B
SUV,2160,3235,71.0,210.3,Fusion-C
Micro,1030,1544,35.3,109.7,Ion-A
Sedan,1421,2141,49.5,188.1,Fusion-B
Micro,952,1421,27.4,90.3,Ion-A
Coupe,1260,1894,31.1,141.7,Ion-B
Transport,2647,3965,104.7,287.1,Plasma-A
Transport,2515,3772,101.1,295.6,Plasma-A
Transport,2686,4020,88.9,337.8,Plasma-A
Transport,2392,3596,113.8,357.7,Plasma-A
Transport,2493,3730,117.6,273.1,Plasma-A
Transport,2358,3528,88.9,303.1,Plasma-A
Sedan,1585,2370,39.6,174.4,Fusion-B
SUV,2167,3252,67.0,229.9,Fusion-C
Transport,2578,3864,80.7,278.6,Plasma-A
Coupe,1226,1837,40.3,127.3,Ion-B
Micro,957,1437,34.1,93.4,Ion-A
Sedan,1495,2241,58.3,195.9,Fusion-B
Sedan,1564,2339,58.7,170.4,Fusion-B
Sedan,1487,2231,40.9,174.3,Fusion-B
Sedan,1456,2176,48.0,186.3,Fusion-B
Transport,2410,3617,118.6,271.5,Plasma-A
Coupe,1196,1801,39.0,129.5,Ion-B
SUV,2034,3054,67.0,206.5,Fusion-C
Sedan,1434,2153,50.1,191.0,Fusion-B
Micro,1080,1613,19.7,88.2,Ion-A
Coupe,1365,2045,32.0,117.6,Ion-B
Transport,2645,3962,93.0,367.1,Plasma-A
Coupe,1360,2038,37.6,127.1,Ion-B
Coupe,1324,1977,37.6,134.7,Ion-B
SUV,1932,2892,57.9,171.3,Fusion-C
Coupe,1292,1930,32.9,147.5,Ion-B
Micro,915,1374,28.0,124.1,Ion-A
SUV,1882,2815,74.3,252.8,Fusion-C
Coupe,1247,1874,42.4,138.2,Ion-B
SUV,1874,2815,67.0,184.1,Fusion-C
Micro,1063,1588,29.1,119.9,Ion-A
Transport,2798,4193,74.8,246.1,Plasma-A
Sedan,1512,2264,47.9,144.8,Fusion-B
SUV,1812,2715,54.9,209.2,Fusion-C
Transport,2729,4098,83.7,326.1,Plasma-A
Transport,2465,3688,101.2,182.5280644481887,Plasma-A
Transport,2654,3989,112.4,357.6,Plasma-A
Coupe,1361,2032,33.8,133.2,Ion-B
Coupe,1340,2017,32.5,146.3,Ion-B
Micro,1021,1532,22.2,83.4,Ion-A
Sedan,1460,2195,51.3,176.7,Fusion-B
Transport,2760,4136,79.6,338.9,Plasma-A
Micro,951,1424,34.0,118.8,Ion-A
Micro,961,1438,35.3,83.4,Ion-A
Transport,2781,4167,97.7,263.8,Plasma-A
Transport,2701,4048,108.3,289.3,Plasma-A
Micro,1091,1641,26.2,98.1,Ion-A
Transport,2460,3691,79.5,253.4,Plasma-A
Micro,955,1429,19.3,115.1,Ion-A
Sedan,1526,2288,49.5,157.2,Fusion-B
SUV,1840,2761,77.2,246.7,Fusion-C
Coupe,1279,1910,34.0,111.9,Ion-B
Transport,2446,3672,101.4,305.4,Plasma-A
Transport,2323,3483,92.1,357.3,Plasma-A
Transport,2315,3470,92.2,305.8,Plasma-A
SUV,1990,2978,62.8,180.5,Fusion-C
Coupe,1361,2043,37.6,120.2,Ion-B
Coupe,1323,1991,30.2,124.8,Ion-B
Sedan,1475,2221,57.4,186.4,Fusion-B
SUV,2050,3074,67.0,249.4,Fusion-C
Micro,1054,1588,33.5,102.6,Ion-A
SUV,1983,2983,60.8,230.4,Fusion-C
Micro,1009,1522,27.4,108.2,Ion-A
Transport,2338,3500,79.9,314.4,Plasma-A
Sedan,1546,2317,40.9,177.7,Fusion-B
Micro,1096,1645,27.4,94.6,Ion-A
Coupe,1282,1915,38.0,108.3,Ion-B
Sedan,1534,2297,56.1,140.9,Fusion-B
Transport,2381,3566,105.8,182.5280644481887,Plasma-A
Sedan,1487,2237,47.2,182.5280644481887,Fusion-B
Coupe,1387,2079,44.3,132.1,Ion-B
Coupe,1249,1881,44.4,148.5,Ion-B
SUV,2021,3030,78.9,191.7,Fusion-C
SUV,2195,3300,64.0,244.4,Fusion-C
Sedan,1528,2292,54.2,181.3,Fusion-B
Sedan,1466,2205,46.2,190.8,Fusion-B
SUV,1807,2713,72.3,239.6,Fusion-C
Coupe,1373,2059,31.8,101.2,Ion-B
Transport,2539,3801,115.6,252.8,Plasma-A
Sedan,1543,2319,44.2,159.7,Fusion-B
Transport,2558,3832,104.9,322.4,Plasma-A
SUV,1807,2705,57.4,188.7,Fusion-C
Transport,2601,3896,88.8,283.6,Plasma-A
SUV,2005,3009,60.9,216.3,Fusion-C
Transport,2230,3342,94.7,329.0,Plasma-A
Micro,940,1408,27.6,110.2,Ion-A
SUV,2172,3262,54.1,195.1,Fusion-C
Micro,985,1485,31.6,98.2,Ion-A
Coupe,1219,1830,34.8,104.9,Ion-B
Transport,2772,4161,116.9,347.6,Plasma-A
Transport,2345,3513,107.7,296.0,Plasma-A
SUV,1836,2752,76.4,245.6,Fusion-C
Sedan,1475,2211,49.1,174.2,Fusion-B
Micro,958,1436,30.4,104.9,Ion-A
Micro,975,1459,30.0,89.8,Ion-A
Transport,2370,3550,76.7,354.4,Plasma-A
Sedan,1415,2123,49.8,163.2,Fusion-B
Sedan,1458,2179,40.9,178.2,Fusion-B
Transport,2727,4094,75.9,273.9,Plasma-A
SUV,1847,2761,67.5,250.3,Fusion-C
Sedan,1587,2388,56.4,143.1,Fusion-B
SUV,2028,3051,62.6,200.5,Fusion-C
Transport,2536,3799,87.8,355.4,Plasma-A
SUV,1823,2730,72.0,220.3,Fusion-C
Coupe,1235,1845,34.6,101.0,Ion-B
Sedan,1466,2191,48.2,182.5280644481887,Fusion-B
Micro,956,1431,34.2,182.5280644481887,Ion-A
Transport,2533,3800,82.1,341.8,Plasma-A
SUV,2017,3017,63.6,192.9,Fusion-C
Micro,946,1413,26.1,110.9,Ion-A
Coupe,1336,2005,35.1,98.6,Ion-B
Micro,922,1378,27.7,98.5,Ion-A
Micro,1013,1520,30.3,182.5280644481887,Ion-A
Transport,2595,3897,103.8,275.7,Plasma-A
Sedan,1531,2289,55.6,157.2,Fusion-B
Transport,2684,4031,82.1,359.0,Plasma-A
Transport,2501,3749,97.7,346.7,Plasma-A
Transport,2732,4095,101.9,301.4,Plasma-A
SUV,2168,3250,59.2,243.7,Fusion-C
Micro,1083,1617,36.2,115.4,Ion-A
Transport,2289,3441,118.4,281.3,Plasma-A
Sedan,1528,2287,55.8,182.5280644481887,Fusion-B
Sedan,1544,2322,44.5,148.7,Fusion-B
SUV,1970,2954,78.6,205.7,Fusion-C
Transport,2327,3489,115.8,265.4,Plasma-A
Transport,2541,3806,110.1,337.1,Plasma-A
Sedan,1513,2279,55.8,146.0,Fusion-B
Micro,932,1408,25.2,87.8,Ion-A
Transport,2471,3707,84.1,254.1,Plasma-A
SUV,2116,3175,74.2,186.7,Fusion-C
Coupe,1307,1966,39.3,98.6,Ion-B
Coupe,1249,1875,36.5,110.0,Ion-B
SUV,1919,2882,71.6,223.6,Fusion-C
Sedan,1415,2119,58.1,143.5,Fusion-B
Micro,961,1434,27.4,86.2,Ion-A
Micro,1072,1601,27.8,112.3,Ion-A
Coupe,1293,1943,42.1,139.7,Ion-B
Transport,2380,3568,82.3,336.1,Plasma-A
Micro,963,1454,33.4,96.0,Ion-A
Transport,2640,3955,112.6,308.0,Plasma-A
Micro,1009,1510,24.3,101.3,Ion-A
Sedan,1574,2361,49.8,139.1,Fusion-B
Micro,1091,1642,23.5,80.1,Ion-A
Coupe,1238,1851,38.7,137.9,Ion-B
Micro,1055,1590,27.6,107.8,Ion-A
SUV,2122,3187,67.0,200.7,Fusion-C
SUV,2014,3030,74.6,242.0,Fusion-C
Micro,932,1394,28.1,104.1,Ion-A
SUV,2139,3207,76.3,199.1,Fusion-C
Micro,916,1370,34.4,91.6,Ion-A
Coupe,1396,2097,34.6,143.4,Ion-B
Sedan,1473,2214,51.0,178.6,Fusion-B
SUV,2098,3142,59.3,181.7,Fusion-C
Micro,957,1440,18.2,182.5280644481887,Ion-A
Coupe,1274,1912,41.7,142.0,Ion-B
SUV,2200,3300,67.0,223.9,Fusion-C
Micro,1037,1553,26.3,112.2,Ion-A
Micro,1096,1645,27.4,117.1,Ion-A
Transport,2347,3518,106.9,255.1,Plasma-A
Sedan,1459,2185,51.4,188.8,Fusion-B
Transport,2643,3962,81.4,269.4,Plasma-A
Coupe,1222,1824,38.6,100.8,Ion-B
Sedan,1447,2164,58.0,151.5,Fusion-B
Sedan,1487,2239,48.3,182.5280644481887,Fusion-B
Transport,2488,3737,99.1,320.8,Plasma-A
Micro,1074,1605,33.9,92.4,Ion-A
Micro,1096,1636,33.2,114.6,Ion-A
Sedan,1494,2237,50.1,170.5,Fusion-B
SUV,2083,3122,60.5,244.6,Fusion-C
SUV,1805,2701,75.6,243.5,Fusion-C
Micro,954,1429,24.9,81.0,Ion-A
SUV,2117,3177,67.0,240.4,Fusion-C
Sedan,1485,2219,55.9,188.2,Fusion-B
Micro,1045,1577,19.2,97.4,Ion-A
SUV,2021,3034,79.2,221.1,Fusion-C
Coupe,1256,1892,37.6,112.7,Ion-B
Transport,2454,3690,110.9,284.7,Plasma-A
Sedan,1545,2308,50.1,165.5,Fusion-B
SUV,2036,3049,67.0,236.1,Fusion-C
Sedan,1403,2097,42.1,177.9,Fusion-B
SUV,2006,3002,60.7,195.0,Fusion-C
SUV,1815,2716,55.8,248.7,Fusion-C
Sedan,1492,2240,42.1,153.2,Fusion-B
SUV,1981,2972,78.0,242.8,Fusion-C
Coupe,1291,1929,37.6,110.9,Ion-B
Sedan,1451,2180,54.2,157.0,Fusion-B
Sedan,1407,2105,45.4,155.8,Fusion-B
Sedan,1538,2304,44.7,154.1,Fusion-B
Transport,2662,3995,104.1,331.6,Plasma-A
Micro,972,1449,27.0,80.0,Ion-A
Coupe,1222,1834,41.8,120.5,Ion-B
Coupe,1234,1846,41.6,118.8,Ion-B
Transport,2355,3541,92.0,297.6,Plasma-A
Coupe,1361,2044,42.2,182.5280644481887,Ion-B
SUV,2181,3281,71.4,261.5,Fusion-C
Transport,2280,3414,100.4,270.4,Plasma-A
SUV,1916,2865,54.6,226.3,Fusion-C
SUV,1847,2780,67.0,191.7,Fusion-C
Coupe,1212,1809,35.1,156.1,Ion-B
Transport,2498,3752,96.0,182.5280644481887,Plasma-A
Coupe,1236,1846,38.2,142.8,Ion-B
Coupe,1307,1953,41.4,118.3,Ion-B
Transport,2672,4005,97.7,251.2,Plasma-A
SUV,2078,3122,70.9,232.1,Fusion-C
SUV,1867,2792,68.7,204.0,Fusion-C
Sedan,1603,2400,53.4,144.3,Fusion-B
SUV,2121,3190,75.4,206.4,Fusion-C
SUV,1932,2898,62.9,219.6,Fusion-C
Coupe,1293,1942,34.3,96.1,Ion-B
Micro,1088,1638,26.0,96.1,Ion-A
Sedan,1500,2257,58.3,163.9,Fusion-B
Micro,1085,1633,21.8,89.7,Ion-A
Micro,965,1447,30.7,109.2,Ion-A
Sedan,1461,2192,50.1,135.2,Fusion-B
Sedan,1463,2193,47.9,140.5,Fusion-B
SUV,2178,3258,79.4,205.2,Fusion-C
Sedan,1498,2248,50.1,176.9,Fusion-B
Micro,1010,1523,30.0,182.5280644481887,Ion-A
Coupe,1293,1949,44.4,113.2,Ion-B
SUV,2002,3010,70.3,198.0,Fusion-C
Transport,2448,3671,83.9,255.2,Plasma-A
Micro,954,1428,24.6,120.4,Ion-A
Coupe,1344,2012,33.7,129.6,Ion-B
Transport,2590,3893,100.3,307.2,Plasma-A
Sedan,1505,2265,51.3,182.5280644481887,Fusion-B
Transport,2268,3398,101.6,338.2,Plasma-A
Coupe,1235,1848,31.5,135.0,Ion-B
Sedan,1515,2267,53.3,167.7,Fusion-B
SUV,1814,2713,70.6,191.6,Fusion-C
SUV,2176,3272,76.8,213.4,Fusion-C
Coupe,1353,2033,35.3,107.1,Ion-B
SUV,2134,3205,61.4,211.3,Fusion-C
Coupe,1357,2044,32.8,136.6,Ion-B
Coupe,1200,1791,31.1,112.5,Ion-B
SUV,2131,3190,68.6,184.0,Fusion-C
Micro,902,1349,27.4,95.0,Ion-A
Micro,989,1490,29.2,91.7,Ion-A
Coupe,1207,1814,42.3,110.6,Ion-B
Sedan,1541,2311,42.8,151.6,Fusion-B
Coupe,1364,2038,35.8,101.8,Ion-B
Transport,2781,4180,113.5,269.8,Plasma-A
Sedan,1448,2166,49.5,205.8,Fusion-B
SUV,2007,3017,67.0,200.5,Fusion-C
SUV,2103,3146,56.3,252.0,Fusion-C
Sedan,1519,2275,59.5,151.6,Fusion-B
SUV,2122,3188,77.5,230.2,Fusion-C
Micro,1028,1538,25.2,123.9,Ion-A
Sedan,1466,2206,49.4,158.8,Fusion-B
Coupe,1317,1984,37.6,138.7,Ion-B
SUV,1996,2987,69.8,177.8,Fusion-C
SUV,1843,2768,67.0,257.8,Fusion-C
Micro,1068,1607,30.5,92.0,Ion-A
Micro,972,1464,36.5,75.0,Ion-A
Transport,2417,3617,91.9,253.4,Plasma-A
Micro,1007,1517,25.6,111.0,Ion-A
Coupe,1333,1999,32.2,152.0,Ion-B
Coupe,1270,1895,40.9,112.5,Ion-B
Sedan,1415,2127,47.7,186.5,Fusion-B
Transport,2381,3580,112.4,303.5,Plasma-A
Sedan,1582,2378,44.1,176.8,Fusion-B
Coupe,1341,2018,33.8,122.1,Ion-B
Transport,2666,4004,100.6,277.0,Plasma-A
Coupe,1292,1947,41.7,139.8,Ion-B
Micro,995,1485,30.3,88.4,Ion-A
Micro,944,1419,18.7,103.7,Ion-A
SUV,1986,2989,75.5,224.5,Fusion-C
Coupe,1381,2064,35.9,134.4,Ion-B
SUV,1920,2876,67.0,209.2,Fusion-C
Sedan,1581,2373,60.1,160.8,Fusion-B
Transport,2471,3715,77.8,278.3,Plasma-A
Sedan,1535,2300,43.2,150.5,Fusion-B
SUV,1807,2706,73.4,187.2,Fusion-C
Coupe,1237,1850,43.5,131.7,Ion-B
Micro,1039,1564,27.4,86.5,Ion-A
Micro,952,1426,27.4,102.9,Ion-A
Coupe,1318,1968,33.0,134.1,Ion-B
Transport,2334,3505,97.7,324.2,Plasma-A
Sedan,1425,2144,53.2,186.5,Fusion-B
Coupe,1316,1978,33.4,125.8,Ion-B
Sedan,1529,2291,43.7,181.6,Fusion-B
Sedan,1493,2243,51.2,174.0,Fusion-B
Micro,1043,1557,33.5,76.9,Ion-A
Sedan,1454,2175,47.2,163.2,Fusion-B
Transport,2528,3784,94.7,323.8,Plasma-A
Transport,2727,4089,111.1,182.5280644481887,Plasma-A
Coupe,1256,1878,41.5,128.8,Ion-B
Micro,964,1441,23.7,102.8,Ion-A
SUV,2084,3132,67.0,191.1,Fusion-C
Sedan,1484,2229,47.5,202.6,Fusion-B
Transport,2722,4084,108.5,280.8,Plasma-A
Transport,2231,3348,113.6,333.2,Plasma-A
Transport,2231,3339,82.5,182.5280644481887,Plasma-A
Sedan,1419,2124,48.3,143.7,Fusion-B
Coupe,1299,1944,43.3,154.1,Ion-B
Coupe,1237,1859,37.6,125.7,Ion-B
SUV,1970,2955,76.4,207.9,Fusion-C
SUV,1943,2920,56.7,189.7,Fusion-C
Micro,924,1378,22.1,103.9,Ion-A
Coupe,1209,1820,42.6,137.3,Ion-B
Micro,966,1444,27.1,99.0,Ion-A
Micro,1024,1537,29.8,115.9,Ion-A
Transport,2542,3815,92.9,348.5,Plasma-A
Transport,2689,4042,97.1,343.1,Plasma-A
Sedan,1571,2361,50.1,164.5,Fusion-B
Micro,1012,1519,34.5,97.9,Ion-A
Micro,946,1428,27.0,106.3,Ion-A
Micro,922,1390,27.4,84.4,Ion-A
Micro,1042,1562,27.4,98.9,Ion-A
Micro,978,1461,27.9,105.7,Ion-A
Transport,2488,3731,99.1,315.3,Plasma-A
Micro,942,1420,27.4,182.5280644481887,Ion-A
Transport,2423,3626,94.6,264.1,Plasma-A
Micro,1030,1546,28.4,102.8,Ion-A
Sedan,1552,2331,57.7,145.4,Fusion-B
Micro,996,1495,32.1,90.5,Ion-A
Sedan,1586,2372,44.2,193.9,Fusion-B
Coupe,1239,1865,35.8,117.0,Ion-B
Micro,950,1416,24.5,88.7,Ion-A
Transport,2409,3612,118.2,248.5,Plasma-A
SUV,2044,3065,80.4,233.1,Fusion-C
SUV,1838,2761,60.6,216.9,Fusion-C
Micro,989,1478,22.4,120.1,Ion-A
Transport,2386,3571,112.9,182.5280644481887,Plasma-A
Coupe,1214,1828,39.1,105.2,Ion-B
SUV,2046,3064,63.0,234.7,Fusion-C
SUV,2021,3034,77.9,195.6,Fusion-C
Transport,2310,3474,99.6,343.6,Plasma-A
SUV,2040,3060,79.2,244.9,Fusion-C
Transport,2536,3812,88.8,277.0,Plasma-A
Micro,1046,1571,24.8,77.2,Ion-A
Micro,941,1408,31.5,94.6,Ion-A
Transport,2574,3856,85.8,247.4,Plasma-A
SUV,1865,2803,58.4,259.0,Fusion-C
Coupe,1309,1969,33.5,131.6,Ion-B
SUV,1956,2932,77.4,250.0,Fusion-C
Sedan,1593,2390,55.4,149.3,Fusion-B
SUV,1799,2702,66.1,181.4,Fusion-C
Sedan,1555,2325,56.0,160.2,Fusion-B
Sedan,1502,2253,45.1,146.0,Fusion-B
SUV,1900,2855,79.2,245.3,Fusion-C
Coupe,1245,1871,41.6,116.4,Ion-B
Sedan,1492,2233,47.4,174.7,Fusion-B
Micro,980,1468,25.7,112.4,Ion-A
Sedan,1409,2107,42.8,182.5280644481887,Fusion-B
Coupe,1256,1878,35.5,144.2,Ion-B
SUV,1857,2790,75.8,253.5,Fusion-C
Micro,1014,1527,28.1,104.9,Ion-A
Micro,937,1407,28.6,117.3,Ion-A
Sedan,1496,2243,44.3,182.5280644481887,Fusion-B
Transport,2239,3360,103.0,339.8,Plasma-A
Micro,929,1403,21.0,111.2,Ion-A
Transport,2450,3674,99.4,278.1,Plasma-A
Coupe,1239,1853,30.1,113.9,Ion-B
SUV,1895,2841,56.3,195.6,Fusion-C
Micro,1062,1599,19.4,95.7,Ion-A
Coupe,1275,1906,41.3,125.0,Ion-B
Transport,2727,4093,118.2,285.8,Plasma-A
Coupe,1400,2100,34.1,140.1,Ion-B
SUV,2170,3251,59.0,215.8,Fusion-C
Transport,2637,3946,94.0,274.4,Plasma-A
Transport,2339,3509,88.6,243.5,Plasma-A
Micro,905,1349,21.7,88.5,Ion-A
Coupe,1354,2034,34.0,119.0,Ion-B
SUV,1930,2898,61.8,211.0,Fusion-C
Transport,2278,3415,114.1,237.6,Plasma-A
Sedan,1494,2240,47.4,148.1,Fusion-B
Sedan,1437,2149,41.0,175.7,Fusion-B
Transport,2289,3431,94.4,244.4,Plasma-A
Transport,2725,4081,79.7,293.7,Plasma-A
Transport,2640,3955,97.7,336.2,Plasma-A
Transport,2545,3811,80.3,363.6,Plasma-A
Micro,948,1413,29.3,72.8,Ion-A
Coupe,1211,1826,38.5,116.2,Ion-B
Sedan,1423,2144,40.9,187.3,Fusion-B
Transport,2539,3814,97.8,320.3,Plasma-A
Sedan,1407,2119,56.9,174.7,Fusion-B
Micro,936,1410,24.5,90.7,Ion-A
SUV,2062,3096,72.9,195.6,Fusion-C
Sedan,1510,2262,46.5,135.7,Fusion-B
Transport,2443,3671,95.5,322.7,Plasma-A
Micro,1095,1640,29.9,77.5,Ion-A
Micro,906,1361,27.9,108.3,Ion-A
Transport,2740,4119,83.0,328.8,Plasma-A
Micro,1091,1636,33.4,102.3,Ion-A
Coupe,1228,1848,33.8,114.7,Ion-B
SUV,2167,3251,62.7,189.8,Fusion-C
Transport,2347,3518,79.8,284.2,Plasma-A
Coupe,1397,2105,33.6,126.2,Ion-B
Micro,907,1367,33.1,118.0,Ion-A
Micro,1053,1585,27.5,90.7,Ion-A
Micro,967,1445,25.3,118.3,Ion-A
Sedan,1588,2372,57.4,148.7,Fusion-B
SUV,2187,3276,65.3,229.4,Fusion-C
Transport,2796,4200,105.7,241.6,Plasma-A
Coupe,1275,1918,37.6,128.3,Ion-B
Coupe,1281,1919,44.4,128.8,Ion-B
Transport,2758,4146,108.9,265.1,Plasma-A
Transport,2325,3483,97.7,312.5,Plasma-A
Sedan,1556,2329,44.7,182.5280644481887,Fusion-B
Sedan,1461,2197,46.8,196.0,Fusion-B
Micro,1030,1546,21.6,111.6,Ion-A
Coupe,1246,1864,38.4,131.1,Ion-B
Micro,979,1478,29.1,91.6,Ion-A
Sedan,1420,2131,42.3,182.0,Fusion-B
Transport,2406,3604,91.6,355.6,Plasma-A
Sedan,1457,2180,57.7,140.3,Fusion-B
SUV,2078,3125,75.8,242.0,Fusion-C
Transport,2743,4123,77.2,337.7,Plasma-A
Transport,2291,3431,120.4,353.8,Plasma-A
Micro,929,1385,28.3,90.0,Ion-A
Transport,2481,3724,97.2,301.4,Plasma-A
Transport,2470,3701,83.6,349.5,Plasma-A
