car_type,car_model,engine_class,chassis_weight_kg,moment_of_inertia,engine_weight_kg,thruster_weight_kg,fuel_weight_kg,starting_fuel_kWh,fuel_type,energy_density_MJ_per_kg,mass_density_kg_per_L,total_thrust_kN,thrust_rear_kN,thrust_front_kN,thrust_side_kN,FOV_Threat_Count,Min_Distance_In_FOV,FOV_Density,FOV_Front_Cone_Threat_Count,Angle_Weighted_Density,Threats_Left_Sector,Threats_Right_Sector,Average_Threat_Angle_Offset,heading_deg,previous_heading_deg,test_id,test_date,assigned_by,mission_type,crew_status,navigation_mode,origin_station,destination_station,car_color,last_telemetry_message,ship_serial_number
SUV,Vortex R7,Plasma-A,1250,1.5,291,151,123,273.9,PlasmaCell,6.7,1.3,77.3,46.4,23.2,7.7,5,3.86,0.21,4,0.21,0,1,4.4,159,281,CASE-9358-Q,4025-05-25,Elia Vorn,commute,automated,auto,Vega Spire,Helion Hub,DarkViolet,Power levels nominal. Adjusting trajectory.,CXS-9868-DY
Sedan,Stratos M2,Fusion-B,950,1.2,250,136,239,159.4,PlasmaCell,6.7,1.3,62.1,37.3,18.6,6.2,1,6.92,0.34,0,0.14,0,4,0.4,244,21,CASE-2832-F,4025-05-14,Zara Strix,commute,automated,auto,Zenthar Relay,Vega Spire,HotPink,Power levels nominal. Adjusting trajectory.,CXS-8687-ZG
SUV,Vortex R7,Ion-A,1250,1.5,301,174,167,131.8,IonGel,5.2,1.1,77.6,46.6,23.3,7.8,1,6.68,0.12,1,0.73,1,1,66.4,349,260,CASE-699-N,4025-03-21,Captain Kael,commute,automated,auto,Cryon Reach,Vega Spire,Cyan,Fuel low. Navigating around debris.,CXS-4909-VN
SUV,Vortex R7,Ion-A,1250,1.5,250,183,169,215.3,PlasmaCell,6.7,1.3,69.2,41.5,20.8,6.9,6,2.73,0.58,2,0.14,4,3,82.0,147,137,CASE-2422-T,4025-07-07,Tamsin Ryx,commute,automated,auto,Cryon Reach,Thalos Crossing,LightGoldenRodYellow,Power levels nominal. Adjusting trajectory.,CXS-5080-KX
Micro,Nimbus X1,Ion-A,700,0.8,174,87,207,151.0,PlasmaCell,6.7,1.3,64.2,38.5,19.3,6.4,4,7.22,0.62,5,0.58,5,1,11.9,20,118,CASE-1425-M,4025-04-24,Zara Strix,commute,automated,auto,Lunaris Port,Vega Spire,Orchid,Minor vibration detected. Monitoring systems.,CXS-5095-RK
Micro,Nimbus X1,Fusion-B,700,0.8,122,84,201,126.6,PlasmaCell,6.7,1.3,48.7,29.2,14.6,4.9,6,1.96,0.29,1,0.15,5,0,78.2,166,210,CASE-8514-O,4025-12-01,Tamsin Ryx,commute,automated,auto,Vega Spire,Lunaris Port,Aquamarine,Power levels nominal. Adjusting trajectory.,CXS-7205-ZW
Micro,Nimbus X1,Plasma-A,700,0.8,153,97,269,140.3,FusionCore,8.4,1.6,65.4,39.2,19.6,6.5,3,5.41,0.95,3,0.05,0,3,41.7,31,30,CASE-9626-Q,4025-11-28,Captain Kael,commute,automated,auto,Cryon Reach,Cerebra Ring,PeachPuff,Fuel low. Navigating around debris.,CXS-8516-DN
Micro,Nimbus X1,Ion-A,700,0.8,138,93,128,276.3,FusionCore,8.4,1.6,45.6,27.4,13.7,4.6,8,1.59,0.51,2,0.64,3,1,62.0,141,244,CASE-2428-S,4025-08-26,Zara Strix,commute,automated,auto,Zenthar Relay,Orryx Haven,DarkGreen,Power levels nominal. Adjusting trajectory.,CXS-7399-DS
SUV,Vortex R7,Ion-A,1250,1.5,270,170,212,281.0,IonGel,5.2,1.1,40.7,24.4,12.2,4.1,2,1.99,0.75,4,0.25,0,2,77.6,264,158,CASE-4687-R,4025-09-17,Zara Strix,commute,automated,auto,Cryon Reach,Thalos Crossing,MediumTurquoise,Fuel low. Navigating around debris.,CXS-7614-NI
Sedan,Stratos M2,Fusion-B,950,1.2,188,136,161,279.8,IonGel,5.2,1.1,50.1,30.1,15.0,5.0,0,3.95,0.72,4,0.42,2,0,43.3,95,55,CASE-7955-S,4025-01-05,Commander Yulo,commute,automated,auto,Cryon Reach,Orryx Haven,Sienna,Minor vibration detected. Monitoring systems.,CXS-6019-BF
Micro,Nimbus X1,Fusion-B,700,0.8,168,107,278,260.9,FusionCore,8.4,1.6,63.4,38.0,19.0,6.3,3,9.01,0.39,2,0.36,1,4,30.0,116,220,CASE-6602-E,4025-08-20,Elia Vorn,commute,automated,auto,Cerebra Ring,Helion Hub,PaleGoldenRod,Clear path confirmed. Continuing cruise.,CXS-1269-BM
Micro,Nimbus X1,Fusion-B,700,0.8,124,86,135,146.3,PlasmaCell,6.7,1.3,74.7,44.8,22.4,7.5,1,7.13,0.98,3,0.72,1,5,19.3,189,49,CASE-3892-B,4025-12-03,Zara Strix,commute,automated,auto,Cryon Reach,Thalos Crossing,Sienna,Minor vibration detected. Monitoring systems.,CXS-1599-IL
SUV,Vortex R7,Ion-A,1250,1.5,251,198,204,124.1,PlasmaCell,6.7,1.3,51.2,30.7,15.4,5.1,1,1.84,0.33,4,0.54,5,1,4.0,352,141,CASE-5535-Z,4025-04-20,Elia Vorn,commute,automated,auto,Thalos Crossing,Cryon Reach,LimeGreen,Re-routing due to unstable path.,CXS-9864-JI
Sedan,Stratos M2,Fusion-B,950,1.2,180,131,205,277.5,IonGel,5.2,1.1,44.0,26.4,13.2,4.4,5,7.78,0.6,1,0.03,0,5,51.5,341,140,CASE-1609-H,4025-12-12,Dr. Calix Renner,commute,automated,auto,Cryon Reach,Zenthar Relay,DarkSlateBlue,Clear path confirmed. Continuing cruise.,CXS-4154-JX
Sedan,Stratos M2,Fusion-B,950,1.2,200,114,111,246.5,PlasmaCell,6.7,1.3,47.8,28.7,14.3,4.8,7,3.03,0.22,0,0.73,5,1,33.0,153,351,CASE-5257-I,4025-01-22,Axel Orov,commute,automated,auto,Cryon Reach,Orryx Haven,PapayaWhip,Clear path confirmed. Continuing cruise.,CXS-8074-TU
Sedan,Stratos M2,Ion-A,950,1.2,188,110,196,101.5,FusionCore,8.4,1.6,55.0,33.0,16.5,5.5,1,2.38,0.2,1,0.7,1,2,64.2,284,346,CASE-3079-O,4025-03-07,Elia Vorn,commute,automated,auto,Orryx Haven,Cerebra Ring,HotPink,Power levels nominal. Adjusting trajectory.,CXS-9697-NX
Micro,Nimbus X1,Fusion-B,700,0.8,177,117,215,131.5,FusionCore,8.4,1.6,79.9,47.9,24.0,8.0,7,3.51,0.33,1,0.93,0,1,36.5,192,274,CASE-8462-L,4025-10-27,Zara Strix,commute,automated,auto,Cryon Reach,Thalos Crossing,Chartreuse,Fuel low. Navigating around debris.,CXS-8616-QZ
Sedan,Stratos M2,Ion-A,950,1.2,254,107,132,280.2,PlasmaCell,6.7,1.3,49.2,29.5,14.8,4.9,2,1.48,0.26,1,0.8,1,0,45.8,310,278,CASE-1075-J,4025-12-24,Zara Strix,commute,automated,auto,Vega Spire,Thalos Crossing,Tan,Minor vibration detected. Monitoring systems.,CXS-2215-ME
Sedan,Stratos M2,Plasma-A,950,1.2,248,135,186,205.0,IonGel,5.2,1.1,43.7,26.2,13.1,4.4,7,8.65,0.28,1,0.7,0,4,13.3,226,36,CASE-9317-A,4025-01-14,Marshal Keir,commute,automated,auto,Zenthar Relay,Helion Hub,ForestGreen,Fuel low. Navigating around debris.,CXS-7916-GG
Micro,Nimbus X1,Ion-A,700,0.8,160,114,288,252.0,IonGel,5.2,1.1,58.4,35.0,17.5,5.8,0,7.98,0.72,5,0.03,2,1,68.2,326,299,CASE-4087-B,4025-01-25,Dr. Calix Renner,commute,automated,auto,Zenthar Relay,Helion Hub,SaddleBrown,Power levels nominal. Adjusting trajectory.,CXS-2328-BL
Sedan,Stratos M2,Plasma-A,950,1.2,204,130,212,256.7,IonGel,5.2,1.1,61.6,37.0,18.5,6.2,6,7.05,0.82,4,0.65,2,2,14.3,279,75,CASE-3262-I,4025-06-11,Dr. Calix Renner,commute,automated,auto,Helion Hub,Lunaris Port,NavajoWhite,Fuel low. Navigating around debris.,CXS-9847-OQ
SUV,Vortex R7,Fusion-B,1250,1.5,286,171,296,115.3,PlasmaCell,6.7,1.3,47.0,28.2,14.1,4.7,8,4.91,0.12,4,0.05,5,2,79.7,193,176,CASE-2029-V,4025-08-02,Captain Kael,commute,automated,auto,Zenthar Relay,Lunaris Port,Black,Clear path confirmed. Continuing cruise.,CXS-6594-HL
Sedan,Stratos M2,Fusion-B,950,1.2,226,146,170,206.0,PlasmaCell,6.7,1.3,56.2,33.7,16.9,5.6,3,9.92,0.43,0,0.37,1,4,33.8,21,282,CASE-9732-O,4025-05-17,Zara Strix,commute,automated,auto,Vega Spire,Cryon Reach,Fuchsia,Fuel low. Navigating around debris.,CXS-1645-PS
Micro,Nimbus X1,Plasma-A,700,0.8,150,83,153,148.1,FusionCore,8.4,1.6,64.1,38.5,19.2,6.4,8,2.66,0.16,2,0.8,0,3,22.8,270,63,CASE-5730-L,4025-11-28,Dr. Calix Renner,commute,automated,auto,Thalos Crossing,Helion Hub,DodgerBlue,Minor vibration detected. Monitoring systems.,CXS-9671-IX
Micro,Nimbus X1,Plasma-A,700,0.8,120,96,287,151.7,PlasmaCell,6.7,1.3,74.3,44.6,22.3,7.4,6,7.46,0.27,5,0.06,2,1,13.9,33,72,CASE-1480-J,4025-09-07,Commander Yulo,commute,automated,auto,Orryx Haven,Thalos Crossing,Black,Fuel low. Navigating around debris.,CXS-7554-MB
Micro,Nimbus X1,Ion-A,700,0.8,163,98,143,204.3,PlasmaCell,6.7,1.3,65.8,39.5,19.7,6.6,6,7.81,0.22,5,0.73,4,3,19.2,158,128,CASE-9375-Y,4025-01-08,Axel Orov,commute,automated,auto,Zenthar Relay,Cerebra Ring,HotPink,Fuel low. Navigating around debris.,CXS-2346-HU
SUV,Vortex R7,Ion-A,1250,1.5,255,192,174,289.1,FusionCore,8.4,1.6,65.3,39.2,19.6,6.5,6,8.1,0.75,2,0.34,5,1,26.4,11,342,CASE-3387-I,4025-01-06,Captain Kael,commute,automated,auto,Orryx Haven,Helion Hub,PaleTurquoise,Re-routing due to unstable path.,CXS-2386-QA
SUV,Vortex R7,Plasma-A,1250,1.5,298,159,171,272.6,FusionCore,8.4,1.6,60.5,36.3,18.1,6.1,8,5.67,0.85,2,0.33,1,3,54.9,356,31,CASE-145-P,4025-04-18,Elia Vorn,commute,automated,auto,Lunaris Port,Cryon Reach,DarkSeaGreen,Re-routing due to unstable path.,CXS-6569-UF
Sedan,Stratos M2,Plasma-A,950,1.2,217,143,114,298.6,PlasmaCell,6.7,1.3,51.7,31.0,15.5,5.2,5,8.95,0.21,5,0.22,1,0,8.1,307,232,CASE-138-H,4025-05-19,Tamsin Ryx,commute,automated,auto,Cryon Reach,Helion Hub,LightCoral,Minor vibration detected. Monitoring systems.,CXS-9621-TZ
SUV,Vortex R7,Fusion-B,1250,1.5,265,174,255,295.1,IonGel,5.2,1.1,49.6,29.8,14.9,5.0,5,9.99,0.14,3,0.85,5,0,86.1,313,258,CASE-4511-N,4025-03-13,Commander Yulo,commute,automated,auto,Vega Spire,Cryon Reach,OldLace,Fuel low. Navigating around debris.,CXS-9137-LO
SUV,Vortex R7,Fusion-B,1250,1.5,299,146,228,271.7,FusionCore,8.4,1.6,71.2,42.7,21.4,7.1,1,4.01,0.47,4,0.13,4,4,83.2,125,352,CASE-3575-O,4025-01-19,Tamsin Ryx,commute,automated,auto,Lunaris Port,Orryx Haven,LimeGreen,Power levels nominal. Adjusting trajectory.,CXS-7181-VQ
SUV,Vortex R7,Plasma-A,1250,1.5,310,180,227,152.8,PlasmaCell,6.7,1.3,51.3,30.8,15.4,5.1,6,4.31,0.81,1,0.89,0,2,54.3,63,269,CASE-6506-S,4025-11-07,Dr. Calix Renner,commute,automated,auto,Vega Spire,Cerebra Ring,DarkKhaki,Minor vibration detected. Monitoring systems.,CXS-5699-AQ
Sedan,Stratos M2,Plasma-A,950,1.2,249,118,159,179.4,IonGel,5.2,1.1,59.1,35.5,17.7,5.9,2,9.47,0.65,4,0.15,1,3,24.8,172,214,CASE-6131-R,4025-03-27,Zara Strix,commute,automated,auto,Lunaris Port,Orryx Haven,LightSkyBlue,Fuel low. Navigating around debris.,CXS-2257-JV
Sedan,Stratos M2,Ion-A,950,1.2,212,102,290,271.5,PlasmaCell,6.7,1.3,51.8,31.1,15.5,5.2,7,9.42,0.49,5,0.05,5,0,10.5,65,218,CASE-7892-C,4025-06-08,Captain Kael,commute,automated,auto,Cerebra Ring,Lunaris Port,MediumSlateBlue,Power levels nominal. Adjusting trajectory.,CXS-1294-IU
Sedan,Stratos M2,Fusion-B,950,1.2,204,103,152,172.3,PlasmaCell,6.7,1.3,55.9,33.5,16.8,5.6,1,3.88,0.77,0,0.95,1,2,80.8,182,26,CASE-4536-I,4025-11-15,Zara Strix,commute,automated,auto,Vega Spire,Lunaris Port,Lime,Fuel low. Navigating around debris.,CXS-8041-GE
Micro,Nimbus X1,Plasma-A,700,0.8,155,91,246,121.8,FusionCore,8.4,1.6,65.1,39.1,19.5,6.5,4,3.61,0.97,0,0.24,4,0,71.4,229,99,CASE-3937-B,4025-04-17,Marshal Keir,commute,automated,auto,Thalos Crossing,Cerebra Ring,PaleGreen,Minor vibration detected. Monitoring systems.,CXS-6613-VK
SUV,Vortex R7,Plasma-A,1250,1.5,280,170,240,247.3,PlasmaCell,6.7,1.3,61.1,36.7,18.3,6.1,1,1.48,0.7,3,0.69,0,4,74.0,259,188,CASE-2292-X,4025-11-12,Tamsin Ryx,commute,automated,auto,Cerebra Ring,Lunaris Port,Bisque,Fuel low. Navigating around debris.,CXS-2062-UP
SUV,Vortex R7,Fusion-B,1250,1.5,286,176,104,242.9,IonGel,5.2,1.1,58.1,34.9,17.4,5.8,6,7.9,0.62,3,0.87,5,2,74.7,328,309,CASE-4250-N,4025-12-19,Zara Strix,commute,automated,auto,Zenthar Relay,Orryx Haven,PaleGreen,Minor vibration detected. Monitoring systems.,CXS-8474-MX
Sedan,Stratos M2,Ion-A,950,1.2,246,118,237,256.7,IonGel,5.2,1.1,63.2,37.9,19.0,6.3,0,7.95,0.9,4,0.62,1,1,80.1,55,94,CASE-9552-W,4025-02-10,Captain Kael,commute,automated,auto,Cryon Reach,Orryx Haven,Gold,Minor vibration detected. Monitoring systems.,CXS-4654-KX
SUV,Vortex R7,Plasma-A,1250,1.5,268,189,203,212.8,FusionCore,8.4,1.6,78.4,47.0,23.5,7.8,6,6.76,0.51,3,0.97,0,5,39.8,110,158,CASE-3643-V,4025-08-05,Dr. Calix Renner,commute,automated,auto,Lunaris Port,Cerebra Ring,White,Minor vibration detected. Monitoring systems.,CXS-4737-UZ
Micro,Nimbus X1,Fusion-B,700,0.8,158,94,271,232.5,FusionCore,8.4,1.6,76.3,45.8,22.9,7.6,6,8.99,0.21,1,0.9,4,4,39.1,15,281,CASE-5873-Q,4025-01-12,Dr. Calix Renner,commute,automated,auto,Cryon Reach,Orryx Haven,Lime,Re-routing due to unstable path.,CXS-3412-FV
SUV,Vortex R7,Plasma-A,1250,1.5,325,188,239,235.3,FusionCore,8.4,1.6,57.4,34.4,17.2,5.7,6,6.67,0.93,1,0.01,3,3,8.8,351,74,CASE-2967-J,4025-07-12,Zara Strix,commute,automated,auto,Zenthar Relay,Vega Spire,DarkGray,Minor vibration detected. Monitoring systems.,CXS-4117-PE
Micro,Nimbus X1,Plasma-A,700,0.8,140,116,292,124.0,FusionCore,8.4,1.6,73.7,44.2,22.1,7.4,4,8.65,0.34,0,0.85,1,3,67.7,0,3,CASE-4237-X,4025-10-26,Marshal Keir,commute,automated,auto,Zenthar Relay,Cerebra Ring,Gainsboro,Fuel low. Navigating around debris.,CXS-9419-VK
SUV,Vortex R7,Plasma-A,1250,1.5,326,165,116,299.7,FusionCore,8.4,1.6,44.7,26.8,13.4,4.5,5,8.41,0.84,0,0.05,0,3,47.5,313,331,CASE-1463-H,4025-11-07,Elia Vorn,commute,automated,auto,Cerebra Ring,Cryon Reach,MidnightBlue,Power levels nominal. Adjusting trajectory.,CXS-5575-HX
Sedan,Stratos M2,Fusion-B,950,1.2,217,140,118,271.6,PlasmaCell,6.7,1.3,52.9,31.7,15.9,5.3,7,6.78,0.66,0,0.73,1,5,25.2,8,253,CASE-6889-Z,4025-04-28,Marshal Keir,commute,automated,auto,Thalos Crossing,Cerebra Ring,MediumPurple,Minor vibration detected. Monitoring systems.,CXS-8219-LI
SUV,Vortex R7,Plasma-A,1250,1.5,326,158,141,111.6,FusionCore,8.4,1.6,77.7,46.6,23.3,7.8,5,1.18,0.82,5,0.87,5,5,74.3,196,24,CASE-4817-O,4025-10-05,Zara Strix,commute,automated,auto,Orryx Haven,Cerebra Ring,DarkOrchid,Fuel low. Navigating around debris.,CXS-3637-PB
Micro,Nimbus X1,Plasma-A,700,0.8,164,118,296,255.5,IonGel,5.2,1.1,40.9,24.5,12.3,4.1,3,1.8,0.22,2,0.36,1,1,31.0,205,55,CASE-9561-S,4025-04-15,Tamsin Ryx,commute,automated,auto,Zenthar Relay,Vega Spire,Cornsilk,Fuel low. Navigating around debris.,CXS-8654-PG
Micro,Nimbus X1,Plasma-A,700,0.8,179,85,102,141.0,FusionCore,8.4,1.6,79.8,47.9,23.9,8.0,6,2.01,0.78,1,0.83,5,2,11.9,253,279,CASE-1963-V,4025-03-01,Elia Vorn,commute,automated,auto,Orryx Haven,Vega Spire,Olive,Minor vibration detected. Monitoring systems.,CXS-6651-QJ
SUV,Vortex R7,Fusion-B,1250,1.5,265,152,214,114.9,IonGel,5.2,1.1,66.7,40.0,20.0,6.7,2,8.78,0.36,0,0.97,0,3,24.8,27,121,CASE-885-E,4025-06-02,Marshal Keir,commute,automated,auto,Zenthar Relay,Lunaris Port,DarkSlateGray,Minor vibration detected. Monitoring systems.,CXS-8401-GK
Sedan,Stratos M2,Fusion-B,950,1.2,212,106,220,206.8,FusionCore,8.4,1.6,77.1,46.3,23.1,7.7,2,6.75,0.89,4,0.54,1,0,56.5,133,265,CASE-9329-O,4025-01-27,Marshal Keir,commute,automated,auto,Thalos Crossing,Orryx Haven,DarkTurquoise,Power levels nominal. Adjusting trajectory.,CXS-7879-KW
Sedan,Stratos M2,Ion-A,950,1.2,253,134,288,265.9,FusionCore,8.4,1.6,71.4,42.8,21.4,7.1,1,8.63,0.26,5,1.0,3,0,30.5,293,230,CASE-1324-P,4025-09-08,Zara Strix,commute,automated,auto,Thalos Crossing,Cryon Reach,MediumSeaGreen,Fuel low. Navigating around debris.,CXS-1375-UF
SUV,Vortex R7,Fusion-B,1250,1.5,339,177,284,227.3,PlasmaCell,6.7,1.3,56.1,33.7,16.8,5.6,7,3.12,0.46,1,0.86,0,2,68.8,192,276,CASE-950-A,4025-07-28,Commander Yulo,commute,automated,auto,Vega Spire,Thalos Crossing,RoyalBlue,Power levels nominal. Adjusting trajectory.,CXS-3353-IG
Sedan,Stratos M2,Ion-A,950,1.2,201,111,261,169.9,IonGel,5.2,1.1,67.0,40.2,20.1,6.7,7,9.43,0.72,3,0.57,5,0,47.1,89,37,CASE-9441-Y,4025-06-18,Captain Kael,commute,automated,auto,Vega Spire,Cerebra Ring,DimGray,Power levels nominal. Adjusting trajectory.,CXS-3273-PZ
SUV,Vortex R7,Ion-A,1250,1.5,322,165,293,218.8,FusionCore,8.4,1.6,41.6,25.0,12.5,4.2,4,8.05,0.88,1,0.13,0,2,71.9,309,354,CASE-2120-T,4025-10-18,Zara Strix,commute,automated,auto,Zenthar Relay,Cryon Reach,PowderBlue,Minor vibration detected. Monitoring systems.,CXS-4765-UN
Micro,Nimbus X1,Fusion-B,700,0.8,173,114,284,219.6,FusionCore,8.4,1.6,67.7,40.6,20.3,6.8,8,5.98,0.16,0,0.28,3,5,49.1,234,18,CASE-7029-P,4025-06-28,Axel Orov,commute,automated,auto,Zenthar Relay,Orryx Haven,OliveDrab,Minor vibration detected. Monitoring systems.,CXS-8231-AB
Sedan,Stratos M2,Plasma-A,950,1.2,225,111,239,180.3,IonGel,5.2,1.1,55.6,33.4,16.7,5.6,6,8.02,0.97,0,0.72,5,3,44.5,272,252,CASE-3267-X,4025-08-09,Dr. Calix Renner,commute,automated,auto,Cryon Reach,Orryx Haven,Navy,Minor vibration detected. Monitoring systems.,CXS-7299-AK
Micro,Nimbus X1,Plasma-A,700,0.8,129,119,211,201.2,PlasmaCell,6.7,1.3,68.7,41.2,20.6,6.9,8,3.86,0.57,3,0.64,5,5,71.3,188,26,CASE-3122-A,4025-12-02,Tamsin Ryx,commute,automated,auto,Orryx Haven,Helion Hub,AntiqueWhite,Clear path confirmed. Continuing cruise.,CXS-5412-UX
Sedan,Stratos M2,Ion-A,950,1.2,226,148,197,245.5,FusionCore,8.4,1.6,53.3,32.0,16.0,5.3,8,2.58,0.77,2,0.27,1,4,35.4,303,201,CASE-3707-W,4025-03-09,Dr. Calix Renner,commute,automated,auto,Thalos Crossing,Lunaris Port,MediumTurquoise,Power levels nominal. Adjusting trajectory.,CXS-4213-JE
Sedan,Stratos M2,Ion-A,950,1.2,225,139,147,227.7,FusionCore,8.4,1.6,65.4,39.2,19.6,6.5,1,4.06,0.25,0,0.68,2,1,48.0,172,247,CASE-6284-Q,4025-04-18,Zara Strix,commute,automated,auto,Orryx Haven,Zenthar Relay,Linen,Fuel low. Navigating around debris.,CXS-3914-FC
SUV,Vortex R7,Ion-A,1250,1.5,299,150,143,180.7,PlasmaCell,6.7,1.3,63.6,38.2,19.1,6.4,8,1.96,0.74,2,0.37,5,3,46.7,197,286,CASE-4885-J,4025-04-28,Captain Kael,commute,automated,auto,Cryon Reach,Helion Hub,SaddleBrown,Power levels nominal. Adjusting trajectory.,CXS-6314-XQ
Sedan,Stratos M2,Plasma-A,950,1.2,258,120,297,236.0,FusionCore,8.4,1.6,73.0,43.8,21.9,7.3,1,8.9,0.9,4,0.07,0,3,53.9,84,24,CASE-8587-K,4025-11-20,Tamsin Ryx,commute,automated,auto,Cryon Reach,Lunaris Port,PowderBlue,Re-routing due to unstable path.,CXS-4262-VE
Micro,Nimbus X1,Fusion-B,700,0.8,173,101,160,153.8,PlasmaCell,6.7,1.3,41.5,24.9,12.4,4.2,4,5.08,0.39,2,0.2,1,5,15.6,317,109,CASE-8031-L,4025-02-11,Zara Strix,commute,automated,auto,Helion Hub,Cryon Reach,Gold,Re-routing due to unstable path.,CXS-7872-FZ
SUV,Vortex R7,Fusion-B,1250,1.5,317,146,209,189.5,IonGel,5.2,1.1,52.7,31.6,15.8,5.3,1,1.32,0.42,3,0.38,4,0,62.6,268,242,CASE-313-H,4025-05-25,Marshal Keir,commute,automated,auto,Lunaris Port,Zenthar Relay,Ivory,Power levels nominal. Adjusting trajectory.,CXS-1985-XE
Micro,Nimbus X1,Ion-A,700,0.8,166,88,101,154.3,FusionCore,8.4,1.6,45.2,27.1,13.6,4.5,6,4.74,0.96,4,0.51,3,4,39.8,152,85,CASE-359-S,4025-06-18,Marshal Keir,commute,automated,auto,Helion Hub,Cerebra Ring,Tan,Fuel low. Navigating around debris.,CXS-3264-FD
SUV,Vortex R7,Fusion-B,1250,1.5,340,161,186,296.6,PlasmaCell,6.7,1.3,75.7,45.4,22.7,7.6,4,2.6,0.22,4,0.91,0,5,38.5,170,13,CASE-612-M,4025-06-26,Zara Strix,commute,automated,auto,Zenthar Relay,Helion Hub,LightCyan,Re-routing due to unstable path.,CXS-3230-YR
Sedan,Stratos M2,Plasma-A,950,1.2,185,102,178,174.5,IonGel,5.2,1.1,49.2,29.5,14.8,4.9,1,8.19,0.88,0,0.21,2,2,43.2,267,104,CASE-796-T,4025-11-27,Tamsin Ryx,commute,automated,auto,Cryon Reach,Vega Spire,BurlyWood,Fuel low. Navigating around debris.,CXS-7974-VD
Micro,Nimbus X1,Plasma-A,700,0.8,167,91,125,156.8,PlasmaCell,6.7,1.3,51.4,30.8,15.4,5.1,6,5.04,0.67,3,0.72,2,5,37.2,3,66,CASE-323-B,4025-12-08,Marshal Keir,commute,automated,auto,Cerebra Ring,Thalos Crossing,DarkOrange,Clear path confirmed. Continuing cruise.,CXS-7001-NO
Micro,Nimbus X1,Fusion-B,700,0.8,167,90,173,141.8,FusionCore,8.4,1.6,78.3,47.0,23.5,7.8,1,2.14,0.65,5,0.01,2,4,8.3,193,4,CASE-2024-R,4025-04-27,Elia Vorn,commute,automated,auto,Cryon Reach,Orryx Haven,LightCoral,Fuel low. Navigating around debris.,CXS-2472-PW
Micro,Nimbus X1,Ion-A,700,0.8,135,106,225,132.0,FusionCore,8.4,1.6,68.7,41.2,20.6,6.9,7,4.64,0.74,5,0.46,1,2,43.2,164,133,CASE-3366-W,4025-03-25,Dr. Calix Renner,commute,automated,auto,Thalos Crossing,Helion Hub,Aqua,Minor vibration detected. Monitoring systems.,CXS-6950-JN
Micro,Nimbus X1,Plasma-A,700,0.8,160,97,134,175.8,FusionCore,8.4,1.6,74.5,44.7,22.3,7.5,7,4.44,0.69,1,0.73,3,0,49.4,93,225,CASE-1654-V,4025-02-17,Marshal Keir,commute,automated,auto,Lunaris Port,Helion Hub,Turquoise,Minor vibration detected. Monitoring systems.,CXS-2981-IT
Micro,Nimbus X1,Plasma-A,700,0.8,150,91,217,237.5,IonGel,5.2,1.1,47.9,28.7,14.4,4.8,2,6.19,0.61,4,0.21,3,1,86.0,218,167,CASE-2247-N,4025-03-06,Dr. Calix Renner,commute,automated,auto,Cryon Reach,Orryx Haven,DarkKhaki,Re-routing due to unstable path.,CXS-2234-QX
Micro,Nimbus X1,Plasma-A,700,0.8,139,95,240,128.8,PlasmaCell,6.7,1.3,75.9,45.5,22.8,7.6,4,4.76,0.54,5,0.46,5,3,19.7,201,148,CASE-1928-J,4025-09-10,Tamsin Ryx,commute,automated,auto,Helion Hub,Cryon Reach,DarkOrange,Re-routing due to unstable path.,CXS-5049-ZD
Sedan,Stratos M2,Fusion-B,950,1.2,253,121,164,215.5,FusionCore,8.4,1.6,78.1,46.9,23.4,7.8,7,1.02,0.61,3,0.07,0,2,22.2,305,239,CASE-3254-T,4025-10-27,Marshal Keir,commute,automated,auto,Thalos Crossing,Vega Spire,Green,Clear path confirmed. Continuing cruise.,CXS-9634-YI
SUV,Vortex R7,Plasma-A,1250,1.5,264,153,281,279.1,FusionCore,8.4,1.6,53.1,31.9,15.9,5.3,1,2.21,0.43,5,0.79,0,4,17.0,19,22,CASE-3304-L,4025-11-25,Marshal Keir,commute,automated,auto,Cryon Reach,Orryx Haven,PaleTurquoise,Power levels nominal. Adjusting trajectory.,CXS-5346-JF
Micro,Nimbus X1,Ion-A,700,0.8,151,118,219,203.7,PlasmaCell,6.7,1.3,60.2,36.1,18.1,6.0,5,2.66,0.67,3,0.92,0,1,1.6,154,120,CASE-8980-P,4025-11-17,Tamsin Ryx,commute,automated,auto,Thalos Crossing,Helion Hub,HoneyDew,Re-routing due to unstable path.,CXS-7354-WP
Micro,Nimbus X1,Fusion-B,700,0.8,125,116,182,121.9,PlasmaCell,6.7,1.3,42.7,25.6,12.8,4.3,2,8.01,0.76,4,0.75,5,0,8.3,101,244,CASE-3842-A,4025-03-21,Elia Vorn,commute,automated,auto,Orryx Haven,Cryon Reach,Aquamarine,Power levels nominal. Adjusting trajectory.,CXS-5541-VC
Micro,Nimbus X1,Ion-A,700,0.8,175,112,114,222.4,IonGel,5.2,1.1,47.9,28.7,14.4,4.8,7,1.84,0.97,1,0.4,5,1,65.9,59,106,CASE-9406-V,4025-04-22,Commander Yulo,commute,automated,auto,Lunaris Port,Cerebra Ring,Snow,Power levels nominal. Adjusting trajectory.,CXS-3578-EC
